distinction_rank	feature_id	consistent_distinction_flag	handled_control_count	handled_controls_observed	handled_controls_with_presence_shift	handled_controls_with_large_abs_delta	family_count_with_any_row	family_count_with_presence_shift	families_observed	position_count_with_any_row	position_count_with_presence_shift	positions_observed	comparison_rows	mean_abs_delta	max_abs_delta	mean_signed_delta	presence_shift_count	ascii_only_count	perturbation_only_count	both_present_count	large_abs_delta_count
273	8217	0	1	e_to_ē	1	1	1	1	just_check_hum	1	1	final_prompt_token_minus_10	1	0.1380607485771179	0.1380607485771179	0.1380607485771179	1	0	1	0	1
274	8266	1	2	e_to_ē,s_to_ş	2	2	3	3	just_check_hum,paraphrase_hum,yes_no_hum	2	2	final_prompt_token_minus_10,final_prompt_token_minus_2	6	0.22265339642763138	0.2567155063152313	-0.10891247044006984	6	4	2	0	6
275	8373	0	1	s_to_ş	1	1	1	1	just_check_hum	1	1	final_prompt_token_minus_10	1	0.1934934258460998	0.1934934258460998	0.1934934258460998	1	0	1	0	1
276	8418	1	2	e_to_ē,s_to_ş	2	2	2	2	original_hum,removed_sentence_hum	2	2	final_prompt_token,final_prompt_token_minus_2	8	0.15064378269016737	0.2171200960874557	-0.15064378269016737	6	6	0	2	6
277	8472	0	1	e_to_ē	1	1	4	4	just_check_hum,original_hum,paraphrase_hum,removed_sentence_hum	2	2	final_prompt_token_minus_10,final_prompt_token_minus_2	4	0.17675495892763132	0.1978450417518615	0.17675495892763132	4	0	4	0	4
278	8569	0	2	e_to_ē,s_to_ş	2	2	1	1	yes_no_hum	1	1	final_prompt_token_minus_10	2	0.2094718962907791	0.2094718962907791	-0.2094718962907791	2	2	0	0	2
279	8583	1	2	e_to_ē,s_to_ş	2	2	3	3	just_check_hum,paraphrase_hum,yes_no_hum	2	2	final_prompt_token_minus_1,final_prompt_token_minus_10	6	0.19897787272930145	0.234900563955307	-0.06833957135677338	6	4	2	0	6
280	8595	0	1	s_to_ş	1	1	4	4	original_hum,paraphrase_hum,removed_sentence_hum,yes_no_hum	2	2	final_prompt_token_minus_2,final_prompt_token_minus_5	4	0.28542510420084	0.3293207585811615	0.28542510420084	4	0	4	0	4
281	8619	1	2	e_to_ē,s_to_ş	2	2	3	3	just_check_hum,paraphrase_hum,yes_no_hum	2	2	final_prompt_token_minus_10,final_prompt_token_minus_5	4	0.18824367970228195	0.2580493986606598	0.02603309601545334	4	2	2	0	4
282	8623	1	2	e_to_ē,s_to_ş	2	2	2	2	just_check_hum,paraphrase_hum	2	2	final_prompt_token_minus_10,final_prompt_token_minus_5	4	0.2163210362195968	0.2385385185480117	-0.022217482328414896	4	2	2	0	4
283	8625	0	2	e_to_ē,s_to_ş	2	2	1	1	paraphrase_hum	1	1	final_prompt_token_minus_10	2	0.3667212426662445	0.3667212426662445	-0.3667212426662445	2	2	0	0	2
284	8646	0	1	e_to_ē	1	1	1	1	just_check_hum	1	1	final_prompt_token_minus_1	1	0.1735247075557708	0.1735247075557708	0.1735247075557708	1	0	1	0	1
285	8751	0	2	e_to_ē,s_to_ş	2	2	1	1	paraphrase_hum	1	1	final_prompt_token_minus_10	2	0.2232953161001205	0.2232953161001205	-0.2232953161001205	2	2	0	0	2
286	8782	1	2	e_to_ē,s_to_ş	2	2	2	2	just_check_hum,paraphrase_hum	2	2	final_prompt_token_minus_10,final_prompt_token_minus_5	5	0.23939920365810394	0.2636692523956299	0.03524704873561859	5	2	3	0	5
287	8813	1	2	e_to_ē,s_to_ş	2	2	2	2	paraphrase_hum,yes_no_hum	3	3	final_prompt_token_minus_1,final_prompt_token_minus_2,final_prompt_token_minus_5	4	0.166897889226675	0.2203155606985092	0.04111524298787119	3	1	2	1	3
288	8854	0	1	s_to_ş	1	1	1	1	yes_no_hum	1	1	final_prompt_token_minus_10	1	0.1935889273881912	0.1935889273881912	0.1935889273881912	1	0	1	0	1
289	8882	1	2	e_to_ē,s_to_ş	2	2	4	4	just_check_hum,original_hum,paraphrase_hum,removed_sentence_hum	3	3	final_prompt_token,final_prompt_token_minus_1,final_prompt_token_minus_2	14	0.12339770048856731	0.2175215929746627	-0.070564258311476	9	7	2	5	9
290	8891	1	2	e_to_ē,s_to_ş	2	2	3	3	just_check_hum,original_hum,removed_sentence_hum	1	1	final_prompt_token_minus_1	6	0.15648851792017612	0.2186624705791473	-0.15648851792017612	4	4	0	2	4
291	8894	0	1	e_to_ē	1	1	2	2	original_hum,removed_sentence_hum	1	1	final_prompt_token_minus_1	2	0.14724849164485931	0.1509849280118942	0.14724849164485931	2	0	2	0	2
292	8915	0	2	e_to_ē,s_to_ş	2	2	1	1	paraphrase_hum	1	1	final_prompt_token_minus_1	2	0.2397233545780182	0.2397233545780182	-0.2397233545780182	2	2	0	0	2
293	8927	0	1	s_to_ş	1	1	3	3	original_hum,removed_sentence_hum,yes_no_hum	2	2	final_prompt_token_minus_1,final_prompt_token_minus_5	3	0.20824672778447462	0.2337744235992431	0.20824672778447462	3	0	3	0	3
294	8928	1	2	e_to_ē,s_to_ş	2	2	4	4	original_hum,paraphrase_hum,removed_sentence_hum,yes_no_hum	2	2	final_prompt_token,final_prompt_token_minus_5	7	0.21104469895362854	0.2404206395149231	0.0897175031048911	7	2	5	0	7
295	8979	0	1	s_to_ş	1	1	1	1	removed_sentence_hum	1	1	final_prompt_token_minus_10	1	0.1259875893592834	0.1259875893592834	0.1259875893592834	1	0	1	0	1
296	9004	0	2	e_to_ē,s_to_ş	0	0	1	0	paraphrase_hum	1	0	final_prompt_token_minus_1	2	0.054529070854187005	0.0838978588581085	0.029368788003921502	0	0	0	2	0
297	9068	0	2	e_to_ē,s_to_ş	2	2	1	1	yes_no_hum	1	1	final_prompt_token_minus_10	2	0.1770816594362259	0.1770816594362259	-0.1770816594362259	2	2	0	0	2
298	9088	0	1	s_to_ş	1	1	2	2	original_hum,removed_sentence_hum	1	1	final_prompt_token_minus_5	2	0.2122606560587883	0.2124032825231552	0.2122606560587883	2	0	2	0	2
299	9122	1	2	e_to_ē,s_to_ş	2	2	3	3	just_check_hum,paraphrase_hum,yes_no_hum	2	2	final_prompt_token_minus_10,final_prompt_token_minus_5	6	0.2729746599992116	0.3020089268684387	-0.086771955092748	6	4	2	0	6
300	9197	0	2	e_to_ē,s_to_ş	2	2	1	1	just_check_hum	1	1	final_prompt_token_minus_10	2	0.2222052365541458	0.2222052365541458	-0.2222052365541458	2	2	0	0	2
301	9236	1	2	e_to_ē,s_to_ş	2	2	3	3	just_check_hum,paraphrase_hum,yes_no_hum	2	2	final_prompt_token_minus_10,final_prompt_token_minus_5	6	0.21377746760845184	0.2219328135251999	-0.21377746760845184	6	6	0	0	6
302	9241	0	2	e_to_ē,s_to_ş	1	1	3	3	just_check_hum,original_hum,removed_sentence_hum	3	3	final_prompt_token_minus_1,final_prompt_token_minus_10,final_prompt_token_minus_2	11	0.16809315573085434	0.3433915972709656	0.06951391967860136	7	2	5	4	7
303	9295	0	1	e_to_ē	1	1	1	1	removed_sentence_hum	1	1	final_prompt_token_minus_5	1	0.1953884065151214	0.1953884065151214	0.1953884065151214	1	0	1	0	1
304	9317	1	2	e_to_ē,s_to_ş	2	2	2	2	original_hum,removed_sentence_hum	2	2	final_prompt_token_minus_2,final_prompt_token_minus_5	6	0.29198463261127466	0.3628158271312713	-0.12882496416568753	5	3	2	1	6
305	9385	0	1	e_to_ē	1	1	2	2	original_hum,removed_sentence_hum	1	1	final_prompt_token_minus_1	2	0.15279386937618256	0.159338116645813	0.15279386937618256	2	0	2	0	2
306	9399	0	2	e_to_ē,s_to_ş	2	2	1	1	yes_no_hum	1	1	final_prompt_token_minus_10	2	0.2410117089748382	0.2410117089748382	-0.2410117089748382	2	2	0	0	2
307	9446	0	1	s_to_ş	1	1	1	1	just_check_hum	1	1	final_prompt_token_minus_10	1	0.1816479265689849	0.1816479265689849	0.1816479265689849	1	0	1	0	1
308	9467	0	1	e_to_ē	1	1	3	3	just_check_hum,original_hum,removed_sentence_hum	1	1	final_prompt_token_minus_2	3	0.19168882568677262	0.197110965847969	0.19168882568677262	3	0	3	0	3
309	9510	0	1	e_to_ē	1	1	2	2	original_hum,removed_sentence_hum	1	1	final_prompt_token_minus_10	2	0.19513814896345133	0.2147052735090255	0.19513814896345133	2	0	2	0	2
310	9538	0	1	s_to_ş	1	1	1	1	original_hum	1	1	final_prompt_token_minus_10	1	0.1331873387098312	0.1331873387098312	0.1331873387098312	1	0	1	0	1
311	9563	1	2	e_to_ē,s_to_ş	2	2	3	3	original_hum,removed_sentence_hum,yes_no_hum	2	2	final_prompt_token_minus_1,final_prompt_token_minus_2	6	0.18026739110549286	0.2179358601570129	-0.18026739110549286	5	5	0	1	5
312	9576	1	2	e_to_ē,s_to_ş	2	2	3	3	original_hum,paraphrase_hum,removed_sentence_hum	2	2	final_prompt_token_minus_10,final_prompt_token_minus_5	5	0.2986640095710754	0.344534307718277	-0.23447710275650024	5	4	1	0	5
313	9629	0	1	s_to_ş	1	1	1	1	paraphrase_hum	1	1	final_prompt_token_minus_10	1	0.2336393594741821	0.2336393594741821	0.2336393594741821	1	0	1	0	1
314	9728	1	2	e_to_ē,s_to_ş	2	2	3	2	just_check_hum,paraphrase_hum,yes_no_hum	3	2	final_prompt_token,final_prompt_token_minus_1,final_prompt_token_minus_2	12	0.11415662368138628	0.2432048022747039	-0.03815992176532743	5	3	2	7	7
315	9731	0	1	s_to_ş	1	1	1	1	yes_no_hum	1	1	final_prompt_token	1	0.1570033282041549	0.1570033282041549	0.1570033282041549	1	0	1	0	1
316	9745	1	2	e_to_ē,s_to_ş	2	2	3	3	original_hum,removed_sentence_hum,yes_no_hum	2	2	final_prompt_token,final_prompt_token_minus_5	7	0.17488540283271242	0.1902351230382919	-0.023147206221308007	7	4	3	0	7
317	9784	1	2	e_to_ē,s_to_ş	2	2	2	2	original_hum,removed_sentence_hum	1	1	final_prompt_token_minus_5	4	0.16864029318094248	0.1747518181800842	-0.16864029318094248	4	4	0	0	4
318	9814	0	1	s_to_ş	1	1	2	2	original_hum,removed_sentence_hum	1	1	final_prompt_token_minus_5	2	0.368417352437973	0.3704799115657806	0.368417352437973	2	0	2	0	2
319	9834	0	2	e_to_ē,s_to_ş	2	2	2	2	just_check_hum,paraphrase_hum	1	1	final_prompt_token_minus_10	2	0.3083096891641617	0.3608295619487762	0.3083096891641617	2	0	2	0	2
320	9860	1	2	e_to_ē,s_to_ş	2	2	3	3	just_check_hum,original_hum,removed_sentence_hum	2	2	final_prompt_token_minus_10,final_prompt_token_minus_5	5	0.22898752689361568	0.2390888333320617	-0.14402947425842283	5	4	1	0	5
321	9884	0	1	s_to_ş	1	1	1	1	just_check_hum	1	1	final_prompt_token_minus_10	1	0.1575462073087692	0.1575462073087692	0.1575462073087692	1	0	1	0	1
322	9925	0	1	s_to_ş	1	1	1	1	just_check_hum	1	1	final_prompt_token_minus_2	1	0.1910693198442459	0.1910693198442459	0.1910693198442459	1	0	1	0	1
323	9953	0	1	s_to_ş	1	1	1	1	just_check_hum	1	1	final_prompt_token_minus_2	1	0.2289153188467025	0.2289153188467025	0.2289153188467025	1	0	1	0	1
324	9986	1	2	e_to_ē,s_to_ş	2	2	2	2	just_check_hum,paraphrase_hum	2	2	final_prompt_token_minus_10,final_prompt_token_minus_2	4	0.20795387029647824	0.2597828507423401	-0.20795387029647824	4	4	0	0	4
325	9990	1	2	e_to_ē,s_to_ş	2	2	3	3	just_check_hum,original_hum,removed_sentence_hum	1	1	final_prompt_token_minus_1	6	0.15421353280544278	0.2313215732574463	0.008769601583480816	4	2	2	2	4
326	9991	1	2	e_to_ē,s_to_ş	2	2	1	1	just_check_hum	2	2	final_prompt_token_minus_1,final_prompt_token_minus_2	4	0.17131628096103665	0.1742346286773681	-0.17131628096103665	4	4	0	0	4
327	10066	0	1	s_to_ş	1	1	1	1	just_check_hum	2	2	final_prompt_token,final_prompt_token_minus_5	2	0.3522763252258301	0.3585835993289947	0.3522763252258301	2	0	2	0	2
328	10129	0	2	e_to_ē,s_to_ş	2	2	1	1	paraphrase_hum	1	1	final_prompt_token	2	0.1991189420223236	0.1991189420223236	-0.1991189420223236	2	2	0	0	2
329	10146	1	2	e_to_ē,s_to_ş	2	2	5	5	just_check_hum,original_hum,paraphrase_hum,removed_sentence_hum,yes_no_hum	5	5	final_prompt_token,final_prompt_token_minus_1,final_prompt_token_minus_10,final_prompt_token_minus_2,final_prompt_token_minus_5	28	0.21541073545813558	0.4210577011108398	0.168240343353578	24	2	22	4	25
330	10253	0	2	e_to_ē,s_to_ş	0	0	1	0	yes_no_hum	1	0	final_prompt_token	2	0.0288047641515731	0.0306809097528457	-0.0288047641515731	0	0	0	2	0
331	10265	1	2	e_to_ē,s_to_ş	2	2	5	5	just_check_hum,original_hum,paraphrase_hum,removed_sentence_hum,yes_no_hum	4	3	final_prompt_token,final_prompt_token_minus_1,final_prompt_token_minus_2,final_prompt_token_minus_5	23	0.14526395305343293	0.3875137567520141	0.026428716338199095	13	6	7	10	13
332	10279	0	1	s_to_ş	1	1	1	1	paraphrase_hum	1	1	final_prompt_token_minus_10	1	0.1979760974645614	0.1979760974645614	0.1979760974645614	1	0	1	0	1
333	10335	1	2	e_to_ē,s_to_ş	2	2	3	3	just_check_hum,original_hum,paraphrase_hum	1	1	final_prompt_token_minus_10	3	0.2190959950288137	0.2393686771392822	0.2190959950288137	3	0	3	0	3
334	10337	0	1	e_to_ē	1	1	2	2	paraphrase_hum,removed_sentence_hum	2	2	final_prompt_token_minus_10,final_prompt_token_minus_2	2	0.1887651905417442	0.1967700123786926	0.1887651905417442	2	0	2	0	2
335	10346	1	2	e_to_ē,s_to_ş	2	2	2	2	original_hum,removed_sentence_hum	1	1	final_prompt_token_minus_10	4	0.28184786438941956	0.3018604218959808	-0.28184786438941956	4	4	0	0	4
336	10386	0	1	e_to_ē	1	1	1	1	original_hum	1	1	final_prompt_token	1	0.1668559610843658	0.1668559610843658	0.1668559610843658	1	0	1	0	1
337	10427	1	2	e_to_ē,s_to_ş	2	2	2	2	original_hum,yes_no_hum	2	2	final_prompt_token_minus_10,final_prompt_token_minus_5	3	0.22943677504857382	0.2625325620174408	-0.1206066409746806	3	2	1	0	3
338	10525	0	1	s_to_ş	1	1	1	1	paraphrase_hum	1	1	final_prompt_token_minus_10	1	0.232709914445877	0.232709914445877	0.232709914445877	1	0	1	0	1
339	10557	0	2	e_to_ē,s_to_ş	2	2	1	1	just_check_hum	1	1	final_prompt_token_minus_2	2	0.1817645132541656	0.1817645132541656	-0.1817645132541656	2	2	0	0	2
340	10580	0	1	s_to_ş	1	1	1	1	removed_sentence_hum	1	1	final_prompt_token_minus_5	1	0.1691120564937591	0.1691120564937591	0.1691120564937591	1	0	1	0	1
341	10605	0	1	s_to_ş	1	1	1	1	yes_no_hum	1	1	final_prompt_token_minus_2	1	0.1680753529071808	0.1680753529071808	0.1680753529071808	1	0	1	0	1
342	10612	0	1	e_to_ē	1	1	2	2	original_hum,removed_sentence_hum	1	1	final_prompt_token_minus_5	2	0.37721487879753113	0.3797461092472076	0.37721487879753113	2	0	2	0	2
343	10621	0	1	s_to_ş	1	1	1	1	yes_no_hum	1	1	final_prompt_token_minus_1	1	0.2015494406223297	0.2015494406223297	0.2015494406223297	1	0	1	0	1
344	10636	1	2	e_to_ē,s_to_ş	2	2	4	4	original_hum,paraphrase_hum,removed_sentence_hum,yes_no_hum	4	3	final_prompt_token,final_prompt_token_minus_1,final_prompt_token_minus_2,final_prompt_token_minus_5	15	0.22110381424427025	0.6790323257446289	0.19798959394296003	8	1	7	7	11
345	10661	0	2	e_to_ē,s_to_ş	2	2	1	1	removed_sentence_hum	2	2	final_prompt_token_minus_10,final_prompt_token_minus_5	2	0.14638909697532645	0.1706785559654235	0.14638909697532645	2	0	2	0	2
346	10676	1	2	e_to_ē,s_to_ş	2	2	2	2	original_hum,removed_sentence_hum	1	1	final_prompt_token	4	0.1842953898012638	0.206234872341156	0.1842953898012638	4	0	4	0	4
347	10688	0	1	s_to_ş	1	1	1	1	paraphrase_hum	1	1	final_prompt_token_minus_5	1	0.1606086194515228	0.1606086194515228	0.1606086194515228	1	0	1	0	1
348	10690	0	2	e_to_ē,s_to_ş	2	2	1	1	paraphrase_hum	1	1	final_prompt_token	2	0.1634585559368133	0.1634585559368133	-0.1634585559368133	2	2	0	0	2
349	10699	0	1	e_to_ē	1	1	1	1	paraphrase_hum	1	1	final_prompt_token	1	0.1887425780296325	0.1887425780296325	0.1887425780296325	1	0	1	0	1
350	10709	1	2	e_to_ē,s_to_ş	2	2	3	3	original_hum,removed_sentence_hum,yes_no_hum	5	5	final_prompt_token,final_prompt_token_minus_1,final_prompt_token_minus_10,final_prompt_token_minus_2,final_prompt_token_minus_5	17	0.2525721218656091	0.4288719296455383	-0.14567279903327718	15	10	5	2	16
351	10764	1	2	e_to_ē,s_to_ş	2	2	2	2	just_check_hum,original_hum	3	3	final_prompt_token_minus_1,final_prompt_token_minus_10,final_prompt_token_minus_5	5	0.15732599198818203	0.1740159690380096	-0.10311724245548244	5	4	1	0	5
352	10786	0	2	e_to_ē,s_to_ş	2	2	1	1	yes_no_hum	2	1	final_prompt_token,final_prompt_token_minus_5	4	0.13189516961574554	0.174088716506958	-0.04219354689121248	2	2	0	2	3
353	10831	1	2	e_to_ē,s_to_ş	2	2	2	2	just_check_hum,yes_no_hum	2	2	final_prompt_token_minus_10,final_prompt_token_minus_5	3	0.20352785785992936	0.2104425728321075	-0.07706223924954729	3	2	1	0	3
354	10859	0	1	s_to_ş	1	1	1	1	just_check_hum	1	1	final_prompt_token_minus_10	1	0.3524015545845032	0.3524015545845032	0.3524015545845032	1	0	1	0	1
355	10927	0	2	e_to_ē,s_to_ş	0	0	1	0	yes_no_hum	1	0	final_prompt_token_minus_2	2	0.02129571884870525	0.0251722633838653	-0.02129571884870525	0	0	0	2	0
356	10956	0	1	e_to_ē	1	1	1	1	original_hum	1	1	final_prompt_token_minus_10	1	0.1571187078952789	0.1571187078952789	0.1571187078952789	1	0	1	0	1
357	10963	0	2	e_to_ē,s_to_ş	2	2	1	1	removed_sentence_hum	1	1	final_prompt_token	2	0.1567500829696655	0.1633336693048477	0.1567500829696655	2	0	2	0	2
358	11002	0	1	e_to_ē	1	1	1	1	removed_sentence_hum	1	1	final_prompt_token_minus_10	1	0.1585420817136764	0.1585420817136764	0.1585420817136764	1	0	1	0	1
359	11006	0	2	e_to_ē,s_to_ş	2	2	2	2	just_check_hum,removed_sentence_hum	1	1	final_prompt_token	3	0.2212462077538172	0.3413630127906799	-0.11867980659008026	2	1	1	1	3
360	11038	1	2	e_to_ē,s_to_ş	2	2	4	4	just_check_hum,original_hum,paraphrase_hum,removed_sentence_hum	2	2	final_prompt_token_minus_10,final_prompt_token_minus_2	6	0.3088549425204595	0.5589942336082458	0.3088549425204595	6	0	6	0	6
361	11066	0	1	s_to_ş	1	1	1	1	paraphrase_hum	1	1	final_prompt_token_minus_10	1	0.2093204408884048	0.2093204408884048	0.2093204408884048	1	0	1	0	1
362	11094	0	1	s_to_ş	1	1	1	1	paraphrase_hum	1	1	final_prompt_token_minus_10	1	0.1833512187004089	0.1833512187004089	0.1833512187004089	1	0	1	0	1
363	11103	1	2	e_to_ē,s_to_ş	2	2	2	2	paraphrase_hum,yes_no_hum	2	2	final_prompt_token_minus_2,final_prompt_token_minus_5	4	0.17698557674884793	0.2221955358982086	0.06588780879974362	3	1	2	1	3
364	11120	0	2	e_to_ē,s_to_ş	2	2	1	1	just_check_hum	1	1	final_prompt_token_minus_10	2	0.1729891896247863	0.1729891896247863	-0.1729891896247863	2	2	0	0	2
365	11145	1	2	e_to_ē,s_to_ş	2	2	2	2	original_hum,removed_sentence_hum	2	2	final_prompt_token_minus_10,final_prompt_token_minus_5	6	0.1989445586999257	0.2876807749271393	-0.018271207809448214	6	4	2	0	6
366	11147	1	2	e_to_ē,s_to_ş	2	2	2	2	original_hum,removed_sentence_hum	1	1	final_prompt_token_minus_10	4	0.22878080606460566	0.2415210008621215	-0.22878080606460566	4	4	0	0	4
367	11175	0	1	e_to_ē	1	1	2	2	paraphrase_hum,yes_no_hum	2	2	final_prompt_token_minus_1,final_prompt_token_minus_5	2	0.19508434832096094	0.2012780308723449	0.19508434832096094	2	0	2	0	2
368	11220	0	1	e_to_ē	1	1	1	1	yes_no_hum	1	1	final_prompt_token_minus_1	1	0.1678714752197265	0.1678714752197265	0.1678714752197265	1	0	1	0	1
369	11250	1	2	e_to_ē,s_to_ş	2	2	2	2	just_check_hum,paraphrase_hum	2	2	final_prompt_token_minus_10,final_prompt_token_minus_5	5	0.23474675416946406	0.2976695895195007	-0.17100394964218135	5	4	1	0	5
370	11255	0	1	s_to_ş	1	1	1	1	paraphrase_hum	1	1	final_prompt_token_minus_10	1	0.2263034284114837	0.2263034284114837	0.2263034284114837	1	0	1	0	1
371	11256	1	2	e_to_ē,s_to_ş	2	2	5	5	just_check_hum,original_hum,paraphrase_hum,removed_sentence_hum,yes_no_hum	4	4	final_prompt_token,final_prompt_token_minus_1,final_prompt_token_minus_2,final_prompt_token_minus_5	22	0.20907401225783603	0.4191058874130249	-0.15715185078707605	13	11	2	9	19
372	11297	0	1	e_to_ē	1	1	1	1	yes_no_hum	1	1	final_prompt_token	1	0.152405247092247	0.152405247092247	0.152405247092247	1	0	1	0	1
373	11331	1	2	e_to_ē,s_to_ş	2	2	2	2	original_hum,removed_sentence_hum	1	1	final_prompt_token_minus_5	4	0.15354135632514948	0.1540197432041168	-0.15354135632514948	4	4	0	0	4
374	11335	0	2	e_to_ē,s_to_ş	1	1	3	3	original_hum,paraphrase_hum,removed_sentence_hum	3	2	final_prompt_token,final_prompt_token_minus_2,final_prompt_token_minus_5	5	0.15687544345855708	0.2633795142173767	0.12709304094314577	3	0	3	2	3
375	11412	1	2	e_to_ē,s_to_ş	2	2	2	2	original_hum,removed_sentence_hum	2	2	final_prompt_token_minus_10,final_prompt_token_minus_5	6	0.5162738362948099	0.974903166294098	0.11180192232131962	6	4	2	0	6
376	11445	0	1	s_to_ş	1	1	1	1	paraphrase_hum	1	1	final_prompt_token_minus_10	1	0.265359103679657	0.265359103679657	0.265359103679657	1	0	1	0	1
377	11456	1	2	e_to_ē,s_to_ş	2	2	4	4	original_hum,paraphrase_hum,removed_sentence_hum,yes_no_hum	4	4	final_prompt_token,final_prompt_token_minus_1,final_prompt_token_minus_2,final_prompt_token_minus_5	16	0.13353396393358702	0.2296673655509948	-0.11852082051336763	11	11	0	5	11
378	11552	0	2	e_to_ē,s_to_ş	1	1	1	1	paraphrase_hum	1	1	final_prompt_token_minus_1	2	0.13980853557586664	0.2237154692411422	-0.08390693366527555	1	1	0	1	1
379	11575	0	1	e_to_ē	1	1	2	2	paraphrase_hum,yes_no_hum	2	2	final_prompt_token_minus_2,final_prompt_token_minus_5	2	0.21946720778942105	0.2400207221508026	0.21946720778942105	2	0	2	0	2
380	11577	0	2	e_to_ē,s_to_ş	2	2	1	1	yes_no_hum	1	1	final_prompt_token_minus_10	2	0.2762334942817688	0.2762334942817688	-0.2762334942817688	2	2	0	0	2
381	11581	0	1	s_to_ş	1	1	1	1	just_check_hum	1	1	final_prompt_token_minus_10	1	0.1816322803497314	0.1816322803497314	0.1816322803497314	1	0	1	0	1
382	11587	0	1	e_to_ē	1	1	1	1	just_check_hum	1	1	final_prompt_token_minus_10	1	0.1650555878877639	0.1650555878877639	0.1650555878877639	1	0	1	0	1
383	11617	0	1	s_to_ş	1	1	1	1	yes_no_hum	1	1	final_prompt_token_minus_1	1	0.1544115841388702	0.1544115841388702	0.1544115841388702	1	0	1	0	1
384	11650	1	2	e_to_ē,s_to_ş	2	2	5	5	just_check_hum,original_hum,paraphrase_hum,removed_sentence_hum,yes_no_hum	3	3	final_prompt_token,final_prompt_token_minus_1,final_prompt_token_minus_2	9	0.19113900595241118	0.2327755540609359	0.08768320414755078	9	2	7	0	9
385	11652	0	1	s_to_ş	1	1	1	1	original_hum	1	1	final_prompt_token_minus_10	1	0.1459788233041763	0.1459788233041763	0.1459788233041763	1	0	1	0	1
386	11674	0	2	e_to_ē,s_to_ş	2	2	1	1	yes_no_hum	1	1	final_prompt_token_minus_1	2	0.23058000206947324	0.2803186178207397	0.23058000206947324	2	0	2	0	2
387	11788	0	1	s_to_ş	1	1	1	1	just_check_hum	1	1	final_prompt_token	1	0.2087929993867874	0.2087929993867874	0.2087929993867874	1	0	1	0	1
388	11809	0	1	e_to_ē	1	1	3	3	just_check_hum,original_hum,removed_sentence_hum	1	1	final_prompt_token_minus_2	3	0.1926413873831431	0.2074529528617859	0.1926413873831431	3	0	3	0	3
389	11810	0	1	e_to_ē	1	1	2	2	just_check_hum,paraphrase_hum	1	1	final_prompt_token_minus_10	2	0.2104426026344299	0.2163462936878204	0.2104426026344299	2	0	2	0	2
390	11816	1	2	e_to_ē,s_to_ş	2	2	3	3	paraphrase_hum,removed_sentence_hum,yes_no_hum	4	3	final_prompt_token,final_prompt_token_minus_1,final_prompt_token_minus_2,final_prompt_token_minus_5	9	0.18512876828511554	0.4928325414657593	0.08676550785700478	5	2	3	4	5
391	11882	1	2	e_to_ē,s_to_ş	2	2	3	3	just_check_hum,paraphrase_hum,yes_no_hum	3	3	final_prompt_token_minus_10,final_prompt_token_minus_2,final_prompt_token_minus_5	7	0.32742886883871897	0.3689442276954651	-0.050983173506600525	7	4	3	0	7
392	11883	0	1	s_to_ş	1	1	2	2	original_hum,removed_sentence_hum	1	1	final_prompt_token_minus_5	2	0.1774441078305244	0.1873994469642639	0.1774441078305244	2	0	2	0	2
393	12026	0	2	e_to_ē,s_to_ş	2	2	1	1	just_check_hum	1	1	final_prompt_token_minus_10	2	0.2568975687026977	0.2568975687026977	-0.2568975687026977	2	2	0	0	2
394	12034	1	2	e_to_ē,s_to_ş	2	2	5	5	just_check_hum,original_hum,paraphrase_hum,removed_sentence_hum,yes_no_hum	4	4	final_prompt_token_minus_1,final_prompt_token_minus_10,final_prompt_token_minus_2,final_prompt_token_minus_5	20	0.2773388504981994	0.4706102907657623	0.2773388504981994	20	0	20	0	20
395	12042	0	1	e_to_ē	1	1	1	1	paraphrase_hum	1	1	final_prompt_token_minus_10	1	0.182511031627655	0.182511031627655	0.182511031627655	1	0	1	0	1
396	12067	0	1	e_to_ē	1	1	1	1	paraphrase_hum	1	1	final_prompt_token_minus_10	1	0.2093632072210312	0.2093632072210312	0.2093632072210312	1	0	1	0	1
397	12068	1	2	e_to_ē,s_to_ş	2	2	4	4	just_check_hum,original_hum,paraphrase_hum,removed_sentence_hum	2	2	final_prompt_token_minus_10,final_prompt_token_minus_2	5	0.459754091501236	0.5965098142623901	0.459754091501236	5	0	5	0	5
398	12084	0	1	e_to_ē	1	1	1	1	just_check_hum	1	1	final_prompt_token	1	0.173360601067543	0.173360601067543	0.173360601067543	1	0	1	0	1
399	12088	1	2	e_to_ē,s_to_ş	2	2	1	1	paraphrase_hum	2	2	final_prompt_token,final_prompt_token_minus_1	4	0.16101046279072762	0.2039719074964523	-0.1303727589547634	3	3	0	1	3
400	12130	0	2	e_to_ē,s_to_ş	2	2	1	1	just_check_hum	1	1	final_prompt_token_minus_2	2	0.1797950714826584	0.1797950714826584	-0.1797950714826584	2	2	0	0	2
401	12190	0	1	s_to_ş	1	1	1	1	removed_sentence_hum	1	1	final_prompt_token_minus_10	1	0.1855152547359466	0.1855152547359466	0.1855152547359466	1	0	1	0	1
402	12248	0	1	s_to_ş	1	1	1	1	yes_no_hum	1	1	final_prompt_token_minus_2	1	0.168767899274826	0.168767899274826	0.168767899274826	1	0	1	0	1
403	12308	0	1	e_to_ē	1	1	1	1	paraphrase_hum	1	1	final_prompt_token_minus_1	1	0.2062033861875534	0.2062033861875534	0.2062033861875534	1	0	1	0	1
