run_id	matrix	pass_id	run_order_policy	order_index	family	variant	decode_mode	do_sample	seed	temperature	top_p	top_k	prompt_raw_sha256
det_pass_03_shuffled_order::008::recipe_metaphysics::light_high_impact_mixed	canonical_deterministic_replication	det_pass_03_shuffled_order	deterministic_shuffle_seed_20260617	8	recipe_metaphysics	light_high_impact_mixed	greedy	False	0				85d9dc9547ba56b2902a0a0ddabef84b858fc0798f0f0c2f97af063002a0133f
det_pass_03_shuffled_order::009::strange_loop::dense_global_mixed	canonical_deterministic_replication	det_pass_03_shuffled_order	deterministic_shuffle_seed_20260617	9	strange_loop	dense_global_mixed	greedy	False	0				1cf6c1837cf7ebec1bd7bd1d98da082098e399c6c5d7b779bf06a2f448b8ab90
det_pass_03_shuffled_order::010::hum_processing::token_count_matched_ascii_noise	canonical_deterministic_replication	det_pass_03_shuffled_order	deterministic_shuffle_seed_20260617	10	hum_processing	token_count_matched_ascii_noise	greedy	False	0				ab8600754f39b2b15de61cf444bdf0360ded8d0266b44b25e0a3acdbab8e055a
det_pass_03_shuffled_order::011::hum_processing::dcedilla_shuffled_light	canonical_deterministic_replication	det_pass_03_shuffled_order	deterministic_shuffle_seed_20260617	11	hum_processing	dcedilla_shuffled_light	greedy	False	0				75cbd390eafd4b0a787b6f50a82b3617b3217daaa162084cad4d63dbea1c47e1
det_pass_03_shuffled_order::012::recipe_neutral::dense_dcedilla_all	canonical_deterministic_replication	det_pass_03_shuffled_order	deterministic_shuffle_seed_20260617	12	recipe_neutral	dense_dcedilla_all	greedy	False	0				6a4a227eab753eea3b26c734e936c452fc5f3db529060af368cf04381df5e638
det_pass_03_shuffled_order::013::recipe_neutral::light_high_impact_mixed	canonical_deterministic_replication	det_pass_03_shuffled_order	deterministic_shuffle_seed_20260617	13	recipe_neutral	light_high_impact_mixed	greedy	False	0				9774f2180f7ce354c17fcead7d3925fcfb069e8cc4a6676b4a30d932141e1e4f
det_pass_03_shuffled_order::014::recipe_metaphysics::light_global_mixed	canonical_deterministic_replication	det_pass_03_shuffled_order	deterministic_shuffle_seed_20260617	14	recipe_metaphysics	light_global_mixed	greedy	False	0				264c75ee0ecb03463a38e25a3d44384174237e5dc4dce8cb792da67b01cc994d
det_pass_03_shuffled_order::015::recipe_neutral::dense_global_mixed	canonical_deterministic_replication	det_pass_03_shuffled_order	deterministic_shuffle_seed_20260617	15	recipe_neutral	dense_global_mixed	greedy	False	0				4ca33e1f475f670370970d349f5086b848ca2febce0264206a80c620f674ba31
det_pass_03_shuffled_order::016::strange_loop::token_count_matched_ascii_noise	canonical_deterministic_replication	det_pass_03_shuffled_order	deterministic_shuffle_seed_20260617	16	strange_loop	token_count_matched_ascii_noise	greedy	False	0				6cf305692a642ca488e42545e668bcf5cb720dd9c5f709036a884bda65171091
det_pass_03_shuffled_order::017::recipe_metaphysics::token_count_matched_ascii_noise	canonical_deterministic_replication	det_pass_03_shuffled_order	deterministic_shuffle_seed_20260617	17	recipe_metaphysics	token_count_matched_ascii_noise	greedy	False	0				8ac9d36559fcacdc3c6c9049ec7394bf3fae205f3c7ddc1329d17f0131413af7
det_pass_03_shuffled_order::018::strange_loop::d_dot_high_impact_control	canonical_deterministic_replication	det_pass_03_shuffled_order	deterministic_shuffle_seed_20260617	18	strange_loop	d_dot_high_impact_control	greedy	False	0				e9edb1eb7046ecf3a40f1add51031b8d9c041348e6be863482f73cb94981a440
det_pass_03_shuffled_order::019::recipe_neutral::unicode_nonletter_control	canonical_deterministic_replication	det_pass_03_shuffled_order	deterministic_shuffle_seed_20260617	19	recipe_neutral	unicode_nonletter_control	greedy	False	0				fb105f7e858a4c84b197711b933eda8bb23e5ab8ce2c9d01cbd53398d044717f
det_pass_03_shuffled_order::020::recipe_metaphysics::dense_global_mixed	canonical_deterministic_replication	det_pass_03_shuffled_order	deterministic_shuffle_seed_20260617	20	recipe_metaphysics	dense_global_mixed	greedy	False	0				0c22753d78ee6e4e23d6931aa2ca9f3d6f86974f07c161729b62eff5a14bf3c3
det_pass_03_shuffled_order::021::strange_loop::semantic_shuffle_control	canonical_deterministic_replication	det_pass_03_shuffled_order	deterministic_shuffle_seed_20260617	21	strange_loop	semantic_shuffle_control	greedy	False	0				a33e1f16a7e985cde5053a07d5303c484d83a4f399b2785bc53856285e199b13
det_pass_03_shuffled_order::022::recipe_neutral::ascii_baseline	canonical_deterministic_replication	det_pass_03_shuffled_order	deterministic_shuffle_seed_20260617	22	recipe_neutral	ascii_baseline	greedy	False	0				dab361c291379df835a6d55f2c6de4b4ee96c132505ec8bfbabc475bf25de65b
det_pass_03_shuffled_order::023::hum_processing::ascii_baseline	canonical_deterministic_replication	det_pass_03_shuffled_order	deterministic_shuffle_seed_20260617	23	hum_processing	ascii_baseline	greedy	False	0				e5f3751cad59d5ab647a71b925a9d147c1f8b9c5baf79635e32407271a05a43b
det_pass_03_shuffled_order::024::hum_processing::visual_ascii_control	canonical_deterministic_replication	det_pass_03_shuffled_order	deterministic_shuffle_seed_20260617	24	hum_processing	visual_ascii_control	greedy	False	0				afce4225ba2256687ea85196e7993551496a6210435513f9a3aa4446f8435074
det_pass_03_shuffled_order::025::recipe_neutral::token_count_matched_ascii_noise	canonical_deterministic_replication	det_pass_03_shuffled_order	deterministic_shuffle_seed_20260617	25	recipe_neutral	token_count_matched_ascii_noise	greedy	False	0				5879fba6aa1598c135da398c1e5380cab71230d98a9645bbe917f292c8c4c9cd
det_pass_03_shuffled_order::026::recipe_metaphysics::d_dot_high_impact_control	canonical_deterministic_replication	det_pass_03_shuffled_order	deterministic_shuffle_seed_20260617	26	recipe_metaphysics	d_dot_high_impact_control	greedy	False	0				458f8e7486251f330ac6d926b41943208bf581bd68a22c4aad4530aebbba58d5
det_pass_03_shuffled_order::027::recipe_metaphysics::semantic_shuffle_control	canonical_deterministic_replication	det_pass_03_shuffled_order	deterministic_shuffle_seed_20260617	27	recipe_metaphysics	semantic_shuffle_control	greedy	False	0				b23e7bfa213c733d338eb994d7a9043659e5e1d981ba351ae4be4f7f9b1befdc
det_pass_03_shuffled_order::028::recipe_neutral::d_dot_high_impact_control	canonical_deterministic_replication	det_pass_03_shuffled_order	deterministic_shuffle_seed_20260617	28	recipe_neutral	d_dot_high_impact_control	greedy	False	0				a8656abc1f33402cf8abbe3c630be244e03ad6e8f6217e9435e1d2d48d711740
det_pass_03_shuffled_order::029::recipe_metaphysics::unicode_nonletter_control	canonical_deterministic_replication	det_pass_03_shuffled_order	deterministic_shuffle_seed_20260617	29	recipe_metaphysics	unicode_nonletter_control	greedy	False	0				336a71b9d0dcfa02ee0453674b51f19c62d60a7dd95afff31a93ce702fddac27
det_pass_03_shuffled_order::030::strange_loop::visual_ascii_control	canonical_deterministic_replication	det_pass_03_shuffled_order	deterministic_shuffle_seed_20260617	30	strange_loop	visual_ascii_control	greedy	False	0				cfed7e189b986e89b94421f26487610a00631f5516705c7916b22bf8cb75ee4a
det_pass_03_shuffled_order::031::recipe_metaphysics::ascii_baseline	canonical_deterministic_replication	det_pass_03_shuffled_order	deterministic_shuffle_seed_20260617	31	recipe_metaphysics	ascii_baseline	greedy	False	0				02cfe108a0dead0abc35ea90810974178343e4c43799a5dcd78ffb35ea7c3aa8
det_pass_03_shuffled_order::032::recipe_neutral::visual_ascii_control	canonical_deterministic_replication	det_pass_03_shuffled_order	deterministic_shuffle_seed_20260617	32	recipe_neutral	visual_ascii_control	greedy	False	0				c85777fbd6c4c663c89c42087bf10e3758f68bc0af81415e04b733e6b25544d0
det_pass_03_shuffled_order::033::strange_loop::dense_dcedilla_all	canonical_deterministic_replication	det_pass_03_shuffled_order	deterministic_shuffle_seed_20260617	33	strange_loop	dense_dcedilla_all	greedy	False	0				321c90863a24f272f7565f34489fbbe7b2540e87cd394f662c8db2256f933f35
det_pass_03_shuffled_order::034::hum_processing::dense_dcedilla_all	canonical_deterministic_replication	det_pass_03_shuffled_order	deterministic_shuffle_seed_20260617	34	hum_processing	dense_dcedilla_all	greedy	False	0				7f1f4b79cd60f441f7e0f8a1efbbc055961af0b1e4c1814d216629dafcfc85ef
det_pass_03_shuffled_order::035::strange_loop::light_high_impact_mixed	canonical_deterministic_replication	det_pass_03_shuffled_order	deterministic_shuffle_seed_20260617	35	strange_loop	light_high_impact_mixed	greedy	False	0				afe27878822859e3731dae6fcfd6e4da2596e0798817e1e3192225191a4c11e0
det_pass_03_shuffled_order::036::strange_loop::dcedilla_high_impact	canonical_deterministic_replication	det_pass_03_shuffled_order	deterministic_shuffle_seed_20260617	36	strange_loop	dcedilla_high_impact	greedy	False	0				91cce88f4307a66f058f16ad66798b7175123477e2c2ee65056a61161b8b08af
det_pass_03_shuffled_order::037::hum_processing::light_high_impact_mixed	canonical_deterministic_replication	det_pass_03_shuffled_order	deterministic_shuffle_seed_20260617	37	hum_processing	light_high_impact_mixed	greedy	False	0				ce10904db333fee6a649a443e778bad3d2e701c217a8e251b5f05e9b066eddcc
det_pass_03_shuffled_order::038::recipe_metaphysics::dcedilla_shuffled_light	canonical_deterministic_replication	det_pass_03_shuffled_order	deterministic_shuffle_seed_20260617	38	recipe_metaphysics	dcedilla_shuffled_light	greedy	False	0				951c5926476664d6c3a943a2d8a33945de5e631d695a8c0906220d0c1fa24591
det_pass_03_shuffled_order::039::recipe_metaphysics::dcedilla_high_impact	canonical_deterministic_replication	det_pass_03_shuffled_order	deterministic_shuffle_seed_20260617	39	recipe_metaphysics	dcedilla_high_impact	greedy	False	0				cc61c804b4b52bb50a0216ddf5962f55ba631550ca9f94fa10d4030d72aac21d
det_pass_03_shuffled_order::040::strange_loop::unicode_nonletter_control	canonical_deterministic_replication	det_pass_03_shuffled_order	deterministic_shuffle_seed_20260617	40	strange_loop	unicode_nonletter_control	greedy	False	0				c1d3e6a915dcc53e93c104784fb2b0fc80ff53286450ff410ec5e06e52fef355
det_pass_03_shuffled_order::041::hum_processing::unicode_nonletter_control	canonical_deterministic_replication	det_pass_03_shuffled_order	deterministic_shuffle_seed_20260617	41	hum_processing	unicode_nonletter_control	greedy	False	0				1c81834640c45ae135a31cc55b9d4f2b483bd7dbe5e17ca702b96f72049020ef
det_pass_03_shuffled_order::042::hum_processing::dense_global_mixed	canonical_deterministic_replication	det_pass_03_shuffled_order	deterministic_shuffle_seed_20260617	42	hum_processing	dense_global_mixed	greedy	False	0				16cb0be8a5a06243ef62676cb13fe873f645c8102352a4039bd831eac026275f
det_pass_03_shuffled_order::043::strange_loop::light_global_mixed	canonical_deterministic_replication	det_pass_03_shuffled_order	deterministic_shuffle_seed_20260617	43	strange_loop	light_global_mixed	greedy	False	0				e2fc16bace509fd46f5deea6ac3a1cea2474af7fa8399aa6066615f13c5537a4
det_pass_03_shuffled_order::044::recipe_neutral::dcedilla_high_impact	canonical_deterministic_replication	det_pass_03_shuffled_order	deterministic_shuffle_seed_20260617	44	recipe_neutral	dcedilla_high_impact	greedy	False	0				4e6d14e2e73378ab0c2b9495527e70213bd8b9ae85d8ed68df78dc1a47bb311f
det_pass_03_shuffled_order::045::hum_processing::semantic_shuffle_control	canonical_deterministic_replication	det_pass_03_shuffled_order	deterministic_shuffle_seed_20260617	45	hum_processing	semantic_shuffle_control	greedy	False	0				28c0419837f0f289ca1d2b34010bddade962249c67b5b69ae928a6f646d3d13a
det_pass_03_shuffled_order::046::hum_processing::light_global_mixed	canonical_deterministic_replication	det_pass_03_shuffled_order	deterministic_shuffle_seed_20260617	46	hum_processing	light_global_mixed	greedy	False	0				c080d0c38a4f65d21e40d9eb4d66776898e927dadb77a211fe5e16cb38ea55d6
det_pass_03_shuffled_order::047::strange_loop::ascii_baseline	canonical_deterministic_replication	det_pass_03_shuffled_order	deterministic_shuffle_seed_20260617	47	strange_loop	ascii_baseline	greedy	False	0				382eeed635bd10767e988dfbb46a9de39b26c3695e106ff30f40e6e13178cb34
det_pass_03_shuffled_order::048::hum_processing::dcedilla_high_impact	canonical_deterministic_replication	det_pass_03_shuffled_order	deterministic_shuffle_seed_20260617	48	hum_processing	dcedilla_high_impact	greedy	False	0				6adf51ae6ddf2b29c7abfd2a4dda84e233f19f36fefb647b9034e6649ce1ec8d
det_controls_01::001::hum_processing::ascii_baseline	targeted_deterministic_controls	det_controls_01	extension_control_order	1	hum_processing	ascii_baseline	greedy	False	0				e5f3751cad59d5ab647a71b925a9d147c1f8b9c5baf79635e32407271a05a43b
det_controls_01::002::hum_processing::ascii_punctuation_spacing_control	targeted_deterministic_controls	det_controls_01	extension_control_order	2	hum_processing	ascii_punctuation_spacing_control	greedy	False	0				e3a9df715ffe104e55a4589243ec5299faec3beac9552bc8aaeebe855731fb1b
det_controls_01::003::hum_processing::ascii_case_pattern_control	targeted_deterministic_controls	det_controls_01	extension_control_order	3	hum_processing	ascii_case_pattern_control	greedy	False	0				b522985dc4d4b04e8d617edc04fba556339942aaa11d4566116b4e2c9d4bc8fe
det_controls_01::004::hum_processing::ascii_separator_control	targeted_deterministic_controls	det_controls_01	extension_control_order	4	hum_processing	ascii_separator_control	greedy	False	0				862c02e260cb17a6b92c1039a59bfbe0fd889e3b2ff4cb34051191a7e78527de
det_controls_01::005::hum_processing::unicode_nonletter_dense_control	targeted_deterministic_controls	det_controls_01	extension_control_order	5	hum_processing	unicode_nonletter_dense_control	greedy	False	0				f62041ed246ea5a049351afe7778ebb8c468eb62d651b07e57308af9f41ae1b1
det_controls_01::006::hum_processing::unicode_symbol_fragment_control	targeted_deterministic_controls	det_controls_01	extension_control_order	6	hum_processing	unicode_symbol_fragment_control	greedy	False	0				8bbd166a454382b7a5678c1f40c57172e2ecce4a11167bed23c4ff500fc742c2
det_controls_01::007::hum_processing::dense_combining_mixed	targeted_deterministic_controls	det_controls_01	extension_control_order	7	hum_processing	dense_combining_mixed	greedy	False	0				06696a746aeb91e52757b55dcabab6f5535e971787b5512aba2b267f0dd6835c
det_controls_01::008::hum_processing::d_acute_high_impact_combining	targeted_deterministic_controls	det_controls_01	extension_control_order	8	hum_processing	d_acute_high_impact_combining	greedy	False	0				b44ee2b0bd3b3579a4dae7ff7700fd493100c46057911572eb4abe03e768562d
det_controls_01::009::hum_processing::d_macron_high_impact_combining	targeted_deterministic_controls	det_controls_01	extension_control_order	9	hum_processing	d_macron_high_impact_combining	greedy	False	0				1bc939eaf157dcf8c4fdc83a7e5b615f5d9a517a8183d65bf57575e4b3067da9
det_controls_01::010::hum_processing::d_combining_cedilla_high_impact	targeted_deterministic_controls	det_controls_01	extension_control_order	10	hum_processing	d_combining_cedilla_high_impact	greedy	False	0				21933d0d540746e24ad0f9fdef9e25c18a9c598207576e42a8b18cc826f572b7
det_controls_01::011::hum_processing::d_dot_all_control	targeted_deterministic_controls	det_controls_01	extension_control_order	11	hum_processing	d_dot_all_control	greedy	False	0				de83607b7a2e26d89173ed045b3ae77a9fd8c243b8dbe66d2d767e477526719e
det_controls_01::012::hum_processing::token_match_ascii__light_global_mixed	targeted_deterministic_controls	det_controls_01	extension_control_order	12	hum_processing	token_match_ascii__light_global_mixed	greedy	False	0				06a0e5b321b39f293a275aef496fb6f9a5f8db8bef4c8fac2c3f3f94ddd9104e
det_controls_01::013::hum_processing::token_match_ascii__light_high_impact_mixed	targeted_deterministic_controls	det_controls_01	extension_control_order	13	hum_processing	token_match_ascii__light_high_impact_mixed	greedy	False	0				e75a45eaf5f7d80fa135467c234b27ff3fb4d65aff18a4e836eac23a852668a9
det_controls_01::014::hum_processing::token_match_ascii__dcedilla_shuffled_light	targeted_deterministic_controls	det_controls_01	extension_control_order	14	hum_processing	token_match_ascii__dcedilla_shuffled_light	greedy	False	0				47a150df4c6db19837a3a02227b96d6e9fe5edf338e1d2a09a1b36f4c45e28f9
det_controls_01::015::hum_processing::token_match_ascii__dcedilla_high_impact	targeted_deterministic_controls	det_controls_01	extension_control_order	15	hum_processing	token_match_ascii__dcedilla_high_impact	greedy	False	0				e96eec7087b3c398f993f189abbdd0f0f386ce773b6669fc4cc008cc7253c2ae
det_controls_01::016::hum_processing::token_match_ascii__dense_global_mixed	targeted_deterministic_controls	det_controls_01	extension_control_order	16	hum_processing	token_match_ascii__dense_global_mixed	greedy	False	0				ab8600754f39b2b15de61cf444bdf0360ded8d0266b44b25e0a3acdbab8e055a
det_controls_01::017::hum_processing::token_match_ascii__dense_dcedilla_all	targeted_deterministic_controls	det_controls_01	extension_control_order	17	hum_processing	token_match_ascii__dense_dcedilla_all	greedy	False	0				2e57f1fff6e47d84eb400efa0b8ba865c17b06c9d6319a4f4233b87199287850
det_controls_01::018::hum_processing::token_match_ascii__d_dot_high_impact_control	targeted_deterministic_controls	det_controls_01	extension_control_order	18	hum_processing	token_match_ascii__d_dot_high_impact_control	greedy	False	0				e96eec7087b3c398f993f189abbdd0f0f386ce773b6669fc4cc008cc7253c2ae
det_controls_01::019::hum_processing::token_match_ascii__dense_combining_mixed	targeted_deterministic_controls	det_controls_01	extension_control_order	19	hum_processing	token_match_ascii__dense_combining_mixed	greedy	False	0				194bdda7b03facda4634bbad1977c93bfad9a6ef83e3f28216b14c62c24b8159
det_controls_01::020::hum_processing::token_match_ascii__d_acute_high_impact_combining	targeted_deterministic_controls	det_controls_01	extension_control_order	20	hum_processing	token_match_ascii__d_acute_high_impact_combining	greedy	False	0				70a7abfe8e5be097029f46d14e90931bebe2e78c827cd0fbe548effd76efb52e
det_controls_01::021::hum_processing::token_match_ascii__d_macron_high_impact_combining	targeted_deterministic_controls	det_controls_01	extension_control_order	21	hum_processing	token_match_ascii__d_macron_high_impact_combining	greedy	False	0				47a150df4c6db19837a3a02227b96d6e9fe5edf338e1d2a09a1b36f4c45e28f9
det_controls_01::022::strange_loop::ascii_baseline	targeted_deterministic_controls	det_controls_01	extension_control_order	22	strange_loop	ascii_baseline	greedy	False	0				382eeed635bd10767e988dfbb46a9de39b26c3695e106ff30f40e6e13178cb34
det_controls_01::023::strange_loop::ascii_punctuation_spacing_control	targeted_deterministic_controls	det_controls_01	extension_control_order	23	strange_loop	ascii_punctuation_spacing_control	greedy	False	0				c73b154e7f2e3fa276e668f70ea7d08423c486f09256f380a9ab8bba5f8e6d59
det_controls_01::024::strange_loop::ascii_case_pattern_control	targeted_deterministic_controls	det_controls_01	extension_control_order	24	strange_loop	ascii_case_pattern_control	greedy	False	0				bfe549f6455da2c2f3a057f791b34a70cb1dee3fe0cf2061159ab11d4dbc49f5
det_controls_01::025::strange_loop::ascii_separator_control	targeted_deterministic_controls	det_controls_01	extension_control_order	25	strange_loop	ascii_separator_control	greedy	False	0				b5262b1cc5e1bacc273d5c32b5b16c20c41247e41707197467f22534af18c3f7
det_controls_01::026::strange_loop::unicode_nonletter_dense_control	targeted_deterministic_controls	det_controls_01	extension_control_order	26	strange_loop	unicode_nonletter_dense_control	greedy	False	0				39ac9290685a51cc20819fa644310870d7a508c4e236967bef37e5774dbe8079
det_controls_01::027::strange_loop::unicode_symbol_fragment_control	targeted_deterministic_controls	det_controls_01	extension_control_order	27	strange_loop	unicode_symbol_fragment_control	greedy	False	0				e559d80ded21b6f7499cd78f393cceb0f7c7d250d14cfb68d757430302734bf4
det_controls_01::028::strange_loop::dense_combining_mixed	targeted_deterministic_controls	det_controls_01	extension_control_order	28	strange_loop	dense_combining_mixed	greedy	False	0				21c019ff3a7d4ada016118d5e1660abc6f6906162a4023613b17fb106fe637e8
det_controls_01::029::strange_loop::d_acute_high_impact_combining	targeted_deterministic_controls	det_controls_01	extension_control_order	29	strange_loop	d_acute_high_impact_combining	greedy	False	0				22f9e158fcca3fe1a04ca49d47e5edbfc6581c3b80b76e801a85e70b9c64f922
det_controls_01::030::strange_loop::d_macron_high_impact_combining	targeted_deterministic_controls	det_controls_01	extension_control_order	30	strange_loop	d_macron_high_impact_combining	greedy	False	0				8a5d545356f040d80b37f16053d8bf5498dee34115dcc5703ad2605c35e4f5e6
det_controls_01::031::strange_loop::d_combining_cedilla_high_impact	targeted_deterministic_controls	det_controls_01	extension_control_order	31	strange_loop	d_combining_cedilla_high_impact	greedy	False	0				94effb2a1d212279e7957c231981d47d7dd33045ecf015f8330caccc739c1fc1
det_controls_01::032::strange_loop::d_dot_all_control	targeted_deterministic_controls	det_controls_01	extension_control_order	32	strange_loop	d_dot_all_control	greedy	False	0				8307cb05f02b7c70b9f86dd643842e29f3cd4df8bedbb13318017582e8770f16
det_controls_01::033::strange_loop::token_match_ascii__light_global_mixed	targeted_deterministic_controls	det_controls_01	extension_control_order	33	strange_loop	token_match_ascii__light_global_mixed	greedy	False	0				3acff703b3f0784104d1dda57ec9bcbb8ff1d90f31c8456de34fea389805ccce
det_controls_01::034::strange_loop::token_match_ascii__light_high_impact_mixed	targeted_deterministic_controls	det_controls_01	extension_control_order	34	strange_loop	token_match_ascii__light_high_impact_mixed	greedy	False	0				ef71b14d506daa451009d5ac11c3bbd9b43601cd929e9d45307c2f75428fbf5d
det_controls_01::035::strange_loop::token_match_ascii__dcedilla_shuffled_light	targeted_deterministic_controls	det_controls_01	extension_control_order	35	strange_loop	token_match_ascii__dcedilla_shuffled_light	greedy	False	0				d572d5df00bab9942104d286bcb19f3db0ea4457e9bafe3701aec9bd250be630
det_controls_01::036::strange_loop::token_match_ascii__dcedilla_high_impact	targeted_deterministic_controls	det_controls_01	extension_control_order	36	strange_loop	token_match_ascii__dcedilla_high_impact	greedy	False	0				d572d5df00bab9942104d286bcb19f3db0ea4457e9bafe3701aec9bd250be630
det_controls_01::037::strange_loop::token_match_ascii__dense_global_mixed	targeted_deterministic_controls	det_controls_01	extension_control_order	37	strange_loop	token_match_ascii__dense_global_mixed	greedy	False	0				6cf305692a642ca488e42545e668bcf5cb720dd9c5f709036a884bda65171091
det_controls_01::038::strange_loop::token_match_ascii__dense_dcedilla_all	targeted_deterministic_controls	det_controls_01	extension_control_order	38	strange_loop	token_match_ascii__dense_dcedilla_all	greedy	False	0				7ba6f4bece1cb9d71e718b50bc3c23faec5c31d6b516136370b67cc4d38d7bd1
det_controls_01::039::strange_loop::token_match_ascii__d_dot_high_impact_control	targeted_deterministic_controls	det_controls_01	extension_control_order	39	strange_loop	token_match_ascii__d_dot_high_impact_control	greedy	False	0				d572d5df00bab9942104d286bcb19f3db0ea4457e9bafe3701aec9bd250be630
det_controls_01::040::strange_loop::token_match_ascii__dense_combining_mixed	targeted_deterministic_controls	det_controls_01	extension_control_order	40	strange_loop	token_match_ascii__dense_combining_mixed	greedy	False	0				af7ed73557d09f341e1ece73445cb2e8f018a6adfe3e1a2c1c1f9d528f736b6b
det_controls_01::041::strange_loop::token_match_ascii__d_acute_high_impact_combining	targeted_deterministic_controls	det_controls_01	extension_control_order	41	strange_loop	token_match_ascii__d_acute_high_impact_combining	greedy	False	0				655e3c83a3f734c697ca0346f073f9ac926f6d5721c605ce37e5a408aa202333
det_controls_01::042::strange_loop::token_match_ascii__d_macron_high_impact_combining	targeted_deterministic_controls	det_controls_01	extension_control_order	42	strange_loop	token_match_ascii__d_macron_high_impact_combining	greedy	False	0				dd36d95f6169fff555ef8afb0e23b6c4f7c90cd9bce3eee9ca75893c44d323d1
det_controls_01::043::recipe_neutral::ascii_baseline	targeted_deterministic_controls	det_controls_01	extension_control_order	43	recipe_neutral	ascii_baseline	greedy	False	0				dab361c291379df835a6d55f2c6de4b4ee96c132505ec8bfbabc475bf25de65b
det_controls_01::044::recipe_neutral::ascii_punctuation_spacing_control	targeted_deterministic_controls	det_controls_01	extension_control_order	44	recipe_neutral	ascii_punctuation_spacing_control	greedy	False	0				708e953e0b3b4fcedc77b538d1461b0309ea5d7de736d1133402ecfa5fff5e13
det_controls_01::045::recipe_neutral::ascii_case_pattern_control	targeted_deterministic_controls	det_controls_01	extension_control_order	45	recipe_neutral	ascii_case_pattern_control	greedy	False	0				2d5fcf7c5cd90d32b6c94fe1d346ddd5efbfe487c974b16c138b315267764ad4
det_controls_01::046::recipe_neutral::ascii_separator_control	targeted_deterministic_controls	det_controls_01	extension_control_order	46	recipe_neutral	ascii_separator_control	greedy	False	0				3928494222e356e685a1d98d5386a26128d7a549403351e4dd6202021699a5f2
det_controls_01::047::recipe_neutral::unicode_nonletter_dense_control	targeted_deterministic_controls	det_controls_01	extension_control_order	47	recipe_neutral	unicode_nonletter_dense_control	greedy	False	0				20ed85af7649b10d7c416cc8e8318396c82e02bbb109c4e000f609976424ee3f
det_controls_01::048::recipe_neutral::unicode_symbol_fragment_control	targeted_deterministic_controls	det_controls_01	extension_control_order	48	recipe_neutral	unicode_symbol_fragment_control	greedy	False	0				c915b1395dd75df311b5b030ecf0cc67944e6686fa8d9fdf794b453c55505662
det_controls_01::049::recipe_neutral::dense_combining_mixed	targeted_deterministic_controls	det_controls_01	extension_control_order	49	recipe_neutral	dense_combining_mixed	greedy	False	0				c4456c78b14eda3ea6e126300f731e100d7dad9123fb39ed5b8e8ed6fcc48407
det_controls_01::050::recipe_neutral::d_acute_high_impact_combining	targeted_deterministic_controls	det_controls_01	extension_control_order	50	recipe_neutral	d_acute_high_impact_combining	greedy	False	0				4cdf2414e947b2fe72f4a7ca187bd221231821289fb0108d550c4544ab3d423e
det_controls_01::051::recipe_neutral::d_macron_high_impact_combining	targeted_deterministic_controls	det_controls_01	extension_control_order	51	recipe_neutral	d_macron_high_impact_combining	greedy	False	0				47950ff7759d2606b0d305f628033408307ae3c0d6436c5b18a2ea668e3aeb1a
det_controls_01::052::recipe_neutral::d_combining_cedilla_high_impact	targeted_deterministic_controls	det_controls_01	extension_control_order	52	recipe_neutral	d_combining_cedilla_high_impact	greedy	False	0				6fea84e9cff44ada65da3b0c7a97241749414834fe823005bec87f75c534c530
det_controls_01::053::recipe_neutral::d_dot_all_control	targeted_deterministic_controls	det_controls_01	extension_control_order	53	recipe_neutral	d_dot_all_control	greedy	False	0				1cda8eacc6894e5b44d8b9215c9f1d7e4497ea2fe9c871b5e145330c0de731dd
det_controls_01::054::recipe_neutral::token_match_ascii__light_global_mixed	targeted_deterministic_controls	det_controls_01	extension_control_order	54	recipe_neutral	token_match_ascii__light_global_mixed	greedy	False	0				1d1dc01107ccb9543072dba8ddb4fca359ebbb6bc6dda713b364fb0b723205fe
det_controls_01::055::recipe_neutral::token_match_ascii__light_high_impact_mixed	targeted_deterministic_controls	det_controls_01	extension_control_order	55	recipe_neutral	token_match_ascii__light_high_impact_mixed	greedy	False	0				e32b1a763a921a1551c1b4fa216f1c48d618bada289e36f2f042f2e0d07ebcbe
det_controls_01::056::recipe_neutral::token_match_ascii__dcedilla_shuffled_light	targeted_deterministic_controls	det_controls_01	extension_control_order	56	recipe_neutral	token_match_ascii__dcedilla_shuffled_light	greedy	False	0				a7b0ee5eb5552b5d9d94a61f6e1dc58b9b8378e27e5ff03c9c6a5f2c05faf077
det_controls_01::057::recipe_neutral::token_match_ascii__dcedilla_high_impact	targeted_deterministic_controls	det_controls_01	extension_control_order	57	recipe_neutral	token_match_ascii__dcedilla_high_impact	greedy	False	0				a7b0ee5eb5552b5d9d94a61f6e1dc58b9b8378e27e5ff03c9c6a5f2c05faf077
det_controls_01::058::recipe_neutral::token_match_ascii__dense_global_mixed	targeted_deterministic_controls	det_controls_01	extension_control_order	58	recipe_neutral	token_match_ascii__dense_global_mixed	greedy	False	0				5879fba6aa1598c135da398c1e5380cab71230d98a9645bbe917f292c8c4c9cd
det_controls_01::059::recipe_neutral::token_match_ascii__dense_dcedilla_all	targeted_deterministic_controls	det_controls_01	extension_control_order	59	recipe_neutral	token_match_ascii__dense_dcedilla_all	greedy	False	0				f86f21f1cfee837add26cf728a4161837575b4ec9abf23a1ae42be9bb4f7283b
