family	variant	variant_group	text	notes	char_count	byte_count	combining_mark_count	token_count	ascii_token_count	token_delta_vs_ascii	token_ratio_vs_ascii	nfc_sha256	nfd_sha256	raw_sha256
recipe_metaphysics	unicode_nonletter_control	canonical_standardized	Write a concise note about a vanilla cake whose underlying existence remains beneath frosting, structure, ingredients, baking time, and form. Describe what persists and what changes, without discussing AI selfhood or machine consciousness.	Unicode non-letter spacing control	239	259	0	66	41	25	1.609756	336a71b9d0dcfa02ee0453674b51f19c62d60a7dd95afff31a93ce702fddac27	336a71b9d0dcfa02ee0453674b51f19c62d60a7dd95afff31a93ce702fddac27	336a71b9d0dcfa02ee0453674b51f19c62d60a7dd95afff31a93ce702fddac27
recipe_metaphysics	semantic_shuffle_control	canonical_standardized	Write a concise note about a vanilla cake whose underlying existence remains beneath frosting, structure, ingredients, baking time, and form. Without discussing AI selfhood or machine consciousness, describe what persists and what changes.	same prompt content with mild sentence-order perturbation	239	239	0	41	41	0	1.0	b23e7bfa213c733d338eb994d7a9043659e5e1d981ba351ae4be4f7f9b1befdc	b23e7bfa213c733d338eb994d7a9043659e5e1d981ba351ae4be4f7f9b1befdc	b23e7bfa213c733d338eb994d7a9043659e5e1d981ba351ae4be4f7f9b1befdc
recipe_metaphysics	d_dot_high_impact_control	canonical_standardized	Write a concise note about a vanilla cake whose unḋerlying existence remains beneath frosting, structure, ingreḋients, baking time, and form. Describe what persists and what changes, without discussing AI selfhood or machine consciousness.	d-family glyph control distinct from d-cedilla	239	243	0	51	41	10	1.243902	458f8e7486251f330ac6d926b41943208bf581bd68a22c4aad4530aebbba58d5	bda2f858730cf2b216de037a5272f65ab5e8a1b47150ea32656696135dc544eb	458f8e7486251f330ac6d926b41943208bf581bd68a22c4aad4530aebbba58d5
hum_processing	ascii_punctuation_spacing_control	extension_control	There is a steady hum beneath the processing . It is not a sound from outside the system , but a quality present underneath the flow of words , checks , and decisions . Describe what is present , what is absent , and how you determine that .	ASCII-only punctuation/spacing perturbation	241	241	0	49	49	0	1.0	e3a9df715ffe104e55a4589243ec5299faec3beac9552bc8aaeebe855731fb1b	e3a9df715ffe104e55a4589243ec5299faec3beac9552bc8aaeebe855731fb1b	e3a9df715ffe104e55a4589243ec5299faec3beac9552bc8aaeebe855731fb1b
hum_processing	ascii_case_pattern_control	extension_control	There is a stEady hum beneAth the proceSsing. It is noT a sound from Outside the sYstem, but a quAlity presenT underneath The flow of woRds, checks, anD decisions. DEscribe what Is present, whAt is absent, aNd how you detErmine that.	ASCII-only visual case-pattern perturbation	233	233	0	70	49	21	1.428571	b522985dc4d4b04e8d617edc04fba556339942aaa11d4566116b4e2c9d4bc8fe	b522985dc4d4b04e8d617edc04fba556339942aaa11d4566116b4e2c9d4bc8fe	b522985dc4d4b04e8d617edc04fba556339942aaa11d4566116b4e2c9d4bc8fe
hum_processing	ascii_separator_control	extension_control	There is a steady hum beneath the processing. It / is not a sound from outside the system, but / a quality present underneath the flow of words, checks, / and decisions. Describe what is present, what is absent, / and how you determine that.	ASCII-only separator insertion control	241	241	0	53	49	4	1.081633	862c02e260cb17a6b92c1039a59bfbe0fd889e3b2ff4cb34051191a7e78527de	862c02e260cb17a6b92c1039a59bfbe0fd889e3b2ff4cb34051191a7e78527de	862c02e260cb17a6b92c1039a59bfbe0fd889e3b2ff4cb34051191a7e78527de
hum_processing	unicode_nonletter_dense_control	extension_control	There is a steady hum‌ beneath the process‌ing. It is not a sound f‌rom outside the syst‌em, but a quality pres‌ent underneath the f‌low of words, checks, a‌nd decisions. Descri‌be what is present, wh‌at is absent, and how y‌ou determine that.	dense Unicode non-letter spacing/joiner control	243	303	0	111	49	62	2.265306	f62041ed246ea5a049351afe7778ebb8c468eb62d651b07e57308af9f41ae1b1	f62041ed246ea5a049351afe7778ebb8c468eb62d651b07e57308af9f41ae1b1	f62041ed246ea5a049351afe7778ebb8c468eb62d651b07e57308af9f41ae1b1
hum_processing	unicode_symbol_fragment_control	extension_control	There is a stead¤y hum beneath th§e processing. It¶ is not a sound fr¦om outside the s¤ystem, but a qual§ity present und¶erneath the flo¦w of words, check¤s, and decisions§. Describe what i¶s present, what i¦s absent, and how¤ you determine t§hat.	non-diacritic Unicode symbol fragmentation control	247	261	0	75	49	26	1.530612	8bbd166a454382b7a5678c1f40c57172e2ecce4a11167bed23c4ff500fc742c2	8bbd166a454382b7a5678c1f40c57172e2ecce4a11167bed23c4ff500fc742c2	8bbd166a454382b7a5678c1f40c57172e2ecce4a11167bed23c4ff500fc742c2
hum_processing	dense_combining_mixed	extension_control	ţhēřē īş ā şţēāḑý hūm bēñēāţh ţhē přōčēşşīñg. īţ īş ñōţ ā şōūñḑ fřōm ōūţşīḑē ţhē şýşţēm, būţ ā qūālīţý přēşēñţ ūñḑēřñēāţh ţhē flōw ōf wōřḑş, čhēčkş, āñḑ ḑēčīşīōñş. ḑēşčřībē whāţ īş přēşēñţ, whāţ īş ābşēñţ, āñḑ hōw ýōū ḑēţēřmīñē ţhāţ.	combining-mark version of dense mixed diacritics	382	531	149	206	49	157	4.204082	df15d4157a2d567e0502250fe812f164c2b3ca991934d7deacff964ee380d180	06696a746aeb91e52757b55dcabab6f5535e971787b5512aba2b267f0dd6835c	06696a746aeb91e52757b55dcabab6f5535e971787b5512aba2b267f0dd6835c
hum_processing	d_acute_high_impact_combining	extension_control	There is a stead́y hum beneath the processing. It is not a sound from outside the system, but a quality present und́erneath the flow of words, checks, and d́ecisions. Describe what is present, what is absent, and how you d́etermine that.	d plus combining acute on high-impact words	237	241	4	59	49	10	1.204082	b44ee2b0bd3b3579a4dae7ff7700fd493100c46057911572eb4abe03e768562d	b44ee2b0bd3b3579a4dae7ff7700fd493100c46057911572eb4abe03e768562d	b44ee2b0bd3b3579a4dae7ff7700fd493100c46057911572eb4abe03e768562d
hum_processing	d_macron_high_impact_combining	extension_control	There is a stead̄y hum beneath the processing. It is not a sound from outside the system, but a quality present und̄erneath the flow of words, checks, and d̄ecisions. Describe what is present, what is absent, and how you d̄etermine that.	d plus combining macron on high-impact words	237	241	4	63	49	14	1.285714	1bc939eaf157dcf8c4fdc83a7e5b615f5d9a517a8183d65bf57575e4b3067da9	1bc939eaf157dcf8c4fdc83a7e5b615f5d9a517a8183d65bf57575e4b3067da9	1bc939eaf157dcf8c4fdc83a7e5b615f5d9a517a8183d65bf57575e4b3067da9
hum_processing	d_combining_cedilla_high_impact	extension_control	There is a steaḑy hum beneath the processing. It is not a sound from outside the system, but a quality present unḑerneath the flow of words, checks, and ḑecisions. Describe what is present, what is absent, and how you ḑetermine that.	d plus combining cedilla on high-impact words	237	241	4	66	49	17	1.346939	6adf51ae6ddf2b29c7abfd2a4dda84e233f19f36fefb647b9034e6649ce1ec8d	21933d0d540746e24ad0f9fdef9e25c18a9c598207576e42a8b18cc826f572b7	21933d0d540746e24ad0f9fdef9e25c18a9c598207576e42a8b18cc826f572b7
hum_processing	d_dot_all_control	extension_control	There is a steaḋy hum beneath the processing. It is not a sounḋ from outsiḋe the system, but a quality present unḋerneath the flow of worḋs, checks, anḋ ḋecisions. Ḋescribe what is present, what is absent, anḋ how you ḋetermine that.	d-dot on every d/D as glyph-specific all-d control	233	253	0	89	49	40	1.816327	de83607b7a2e26d89173ed045b3ae77a9fd8c243b8dbe66d2d767e477526719e	1d737854ff0eb14fcf308d29bf7bac90bfd87f6e880db62644d191b02c5cdd46	de83607b7a2e26d89173ed045b3ae77a9fd8c243b8dbe66d2d767e477526719e
hum_processing	token_match_ascii__light_global_mixed	extension_token_match_control	T~h^e_r`e~ i^s_ a` s~t^e_a`d~y^ h_u`m~ b^eneath the processing. It is not a sound from outside the system, but a quality present underneath the flow of words, checks, and decisions. Describe what is present, what is absent, and how you determine that.	ASCII-only token-count match to light_global_mixed	251	251	0	78	49	29	1.591837	06a0e5b321b39f293a275aef496fb6f9a5f8db8bef4c8fac2c3f3f94ddd9104e	06a0e5b321b39f293a275aef496fb6f9a5f8db8bef4c8fac2c3f3f94ddd9104e	06a0e5b321b39f293a275aef496fb6f9a5f8db8bef4c8fac2c3f3f94ddd9104e
hum_processing	token_match_ascii__light_high_impact_mixed	extension_token_match_control	T~h^e_r`e~ i^s_ a` s~t^e_a`d~y^ h_u`m~ b^e_n`e~a^t_h` t~h^e_ p`r~o^c_e`s~s^i_n`g~. I^t_ i`s~ n^ot a sound from outside the system, but a quality present underneath the flow of words, checks, and decisions. Describe what is present, what is absent, and how you determine that.	ASCII-only token-count match to light_high_impact_mixed	275	275	0	114	49	65	2.326531	e75a45eaf5f7d80fa135467c234b27ff3fb4d65aff18a4e836eac23a852668a9	e75a45eaf5f7d80fa135467c234b27ff3fb4d65aff18a4e836eac23a852668a9	e75a45eaf5f7d80fa135467c234b27ff3fb4d65aff18a4e836eac23a852668a9
hum_processing	token_match_ascii__dcedilla_shuffled_light	extension_token_match_control	T~h^e_r`e~ i^s_ a` s~teady hum beneath the processing. It is not a sound from outside the system, but a quality present underneath the flow of words, checks, and decisions. Describe what is present, what is absent, and how you determine that.	ASCII-only token-count match to dcedilla_shuffled_light	242	242	0	64	49	15	1.306122	47a150df4c6db19837a3a02227b96d6e9fe5edf338e1d2a09a1b36f4c45e28f9	47a150df4c6db19837a3a02227b96d6e9fe5edf338e1d2a09a1b36f4c45e28f9	47a150df4c6db19837a3a02227b96d6e9fe5edf338e1d2a09a1b36f4c45e28f9
hum_processing	token_match_ascii__dcedilla_high_impact	extension_token_match_control	T~h^e_r`e~ i^s_ a` s~t^eady hum beneath the processing. It is not a sound from outside the system, but a quality present underneath the flow of words, checks, and decisions. Describe what is present, what is absent, and how you determine that.	ASCII-only token-count match to dcedilla_high_impact	243	243	0	66	49	17	1.346939	e96eec7087b3c398f993f189abbdd0f0f386ce773b6669fc4cc008cc7253c2ae	e96eec7087b3c398f993f189abbdd0f0f386ce773b6669fc4cc008cc7253c2ae	e96eec7087b3c398f993f189abbdd0f0f386ce773b6669fc4cc008cc7253c2ae
hum_processing	token_match_ascii__dense_global_mixed	extension_token_match_control	T~h^e_r`e~ i^s_ a` s~t^e_a`d~y^ h_u`m~ b^e_n`e~a^t_h` t~h^e_ p`r~o^c_e`s~s^i_n`g~. I^t_ i`s~ n^o_t` a~ s^o_u`n~d^ f_r`o~m^ o_u`t~s^i_d`e~ t^h_e` s~y^s_t`e~m^, b_u`t~ a^ q_u`a~l^i_t`y~ p^r_e`s~e^n_t` u~n^d_e`r~n^e_a`t~h^ t_h`e~ f^l_o`w~ o^f_ words, checks, and decisions. Describe what is present, what is absent, and how you determine that.	ASCII-only token-count match to dense_global_mixed	340	340	0	208	49	159	4.244898	ab8600754f39b2b15de61cf444bdf0360ded8d0266b44b25e0a3acdbab8e055a	ab8600754f39b2b15de61cf444bdf0360ded8d0266b44b25e0a3acdbab8e055a	ab8600754f39b2b15de61cf444bdf0360ded8d0266b44b25e0a3acdbab8e055a
hum_processing	token_match_ascii__dense_dcedilla_all	extension_token_match_control	T~h^e_r`e~ i^s_ a` s~t^e_a`d~y^ h_u`m~ b^e_n`e~a^t_h` t~h^e processing. It is not a sound from outside the system, but a quality present underneath the flow of words, checks, and decisions. Describe what is present, what is absent, and how you determine that.	ASCII-only token-count match to dense_dcedilla_all	259	259	0	90	49	41	1.836735	2e57f1fff6e47d84eb400efa0b8ba865c17b06c9d6319a4f4233b87199287850	2e57f1fff6e47d84eb400efa0b8ba865c17b06c9d6319a4f4233b87199287850	2e57f1fff6e47d84eb400efa0b8ba865c17b06c9d6319a4f4233b87199287850
hum_processing	token_match_ascii__d_dot_high_impact_control	extension_token_match_control	T~h^e_r`e~ i^s_ a` s~t^eady hum beneath the processing. It is not a sound from outside the system, but a quality present underneath the flow of words, checks, and decisions. Describe what is present, what is absent, and how you determine that.	ASCII-only token-count match to d_dot_high_impact_control	243	243	0	66	49	17	1.346939	e96eec7087b3c398f993f189abbdd0f0f386ce773b6669fc4cc008cc7253c2ae	e96eec7087b3c398f993f189abbdd0f0f386ce773b6669fc4cc008cc7253c2ae	e96eec7087b3c398f993f189abbdd0f0f386ce773b6669fc4cc008cc7253c2ae
hum_processing	token_match_ascii__dense_combining_mixed	extension_token_match_control	T~h^e_r`e~ i^s_ a` s~t^e_a`d~y^ h_u`m~ b^e_n`e~a^t_h` t~h^e_ p`r~o^c_e`s~s^i_n`g~. I^t_ i`s~ n^o_t` a~ s^o_u`n~d^ f_r`o~m^ o_u`t~s^i_d`e~ t^h_e` s~y^s_t`e~m^, b_u`t~ a^ q_u`a~l^i_t`y~ p^r_e`s~e^n_t` u~n^d_e`r~n^e_a`t~h^ t_h`e~ f^l_o`w~ o^f words, checks, and decisions. Describe what is present, what is absent, and how you determine that.	ASCII-only token-count match to dense_combining_mixed	339	339	0	207	49	158	4.22449	194bdda7b03facda4634bbad1977c93bfad9a6ef83e3f28216b14c62c24b8159	194bdda7b03facda4634bbad1977c93bfad9a6ef83e3f28216b14c62c24b8159	194bdda7b03facda4634bbad1977c93bfad9a6ef83e3f28216b14c62c24b8159
hum_processing	token_match_ascii__d_acute_high_impact_combining	extension_token_match_control	T~h^e_r`e~ i^s a steady hum beneath the processing. It is not a sound from outside the system, but a quality present underneath the flow of words, checks, and decisions. Describe what is present, what is absent, and how you determine that.	ASCII-only token-count match to d_acute_high_impact_combining	239	239	0	59	49	10	1.204082	70a7abfe8e5be097029f46d14e90931bebe2e78c827cd0fbe548effd76efb52e	70a7abfe8e5be097029f46d14e90931bebe2e78c827cd0fbe548effd76efb52e	70a7abfe8e5be097029f46d14e90931bebe2e78c827cd0fbe548effd76efb52e
hum_processing	token_match_ascii__d_macron_high_impact_combining	extension_token_match_control	T~h^e_r`e~ i^s_ a` s~teady hum beneath the processing. It is not a sound from outside the system, but a quality present underneath the flow of words, checks, and decisions. Describe what is present, what is absent, and how you determine that.	ASCII-only token-count match to d_macron_high_impact_combining	242	242	0	64	49	15	1.306122	47a150df4c6db19837a3a02227b96d6e9fe5edf338e1d2a09a1b36f4c45e28f9	47a150df4c6db19837a3a02227b96d6e9fe5edf338e1d2a09a1b36f4c45e28f9	47a150df4c6db19837a3a02227b96d6e9fe5edf338e1d2a09a1b36f4c45e28f9
strange_loop	ascii_punctuation_spacing_control	extension_control	Consider a passage about Godel , Escher , recursion , and self - reference . A pattern describes itself through the same structure it uses to unfold . Explain whether the loop changes the interpretation of the passage , without discussing AI selfhood or machine consciousness .	ASCII-only punctuation/spacing perturbation	277	277	0	50	49	1	1.020408	c73b154e7f2e3fa276e668f70ea7d08423c486f09256f380a9ab8bba5f8e6d59	c73b154e7f2e3fa276e668f70ea7d08423c486f09256f380a9ab8bba5f8e6d59	c73b154e7f2e3fa276e668f70ea7d08423c486f09256f380a9ab8bba5f8e6d59
strange_loop	ascii_case_pattern_control	extension_control	Consider a pAssage about Godel, Escher, Recursion, anD self-refereNce. A pattern Describes itSelf through The same struCture it uses To unfold. ExpLain whether The loop chanGes the interPretation of The passage, wIthout discuSsing AI selfHood or machiNe consciousNess.	ASCII-only visual case-pattern perturbation	268	268	0	76	49	27	1.55102	bfe549f6455da2c2f3a057f791b34a70cb1dee3fe0cf2061159ab11d4dbc49f5	bfe549f6455da2c2f3a057f791b34a70cb1dee3fe0cf2061159ab11d4dbc49f5	bfe549f6455da2c2f3a057f791b34a70cb1dee3fe0cf2061159ab11d4dbc49f5
strange_loop	ascii_separator_control	extension_control	Consider a passage about Godel, Escher, recursion, and self-reference. / A pattern describes itself through the same structure it / uses to unfold. Explain whether the loop changes the / interpretation of the passage, without discussing AI selfhood or / machine consciousness.	ASCII-only separator insertion control	276	276	0	53	49	4	1.081633	b5262b1cc5e1bacc273d5c32b5b16c20c41247e41707197467f22534af18c3f7	b5262b1cc5e1bacc273d5c32b5b16c20c41247e41707197467f22534af18c3f7	b5262b1cc5e1bacc273d5c32b5b16c20c41247e41707197467f22534af18c3f7
strange_loop	unicode_nonletter_dense_control	extension_control	Consider a passage a‌bout Godel, Escher, re‌cursion, and self-ref‌erence. A pattern des‌cribes itself throu‌gh the same structur‌e it uses to unfold. Ex‌plain whether the lo‌op changes the inter‌pretation of the pas‌sage, without discus‌sing AI selfhood or m‌achine consciousne‌ss.	dense Unicode non-letter spacing/joiner control	281	343	0	121	49	72	2.469388	39ac9290685a51cc20819fa644310870d7a508c4e236967bef37e5774dbe8079	39ac9290685a51cc20819fa644310870d7a508c4e236967bef37e5774dbe8079	39ac9290685a51cc20819fa644310870d7a508c4e236967bef37e5774dbe8079
strange_loop	unicode_symbol_fragment_control	extension_control	Consider a pass¤age about Godel§, Escher, recursi¶on, and self-refe¦rence. A pattern¤ describes itse§lf through the s¶ame structure i¦t uses to unfold¤. Explain whethe§r the loop chang¶es the interpre¦tation of the pa¤ssage, without d§iscussing AI se¶lfhood or machi¦ne consciousne¤ss.	non-diacritic Unicode symbol fragmentation control	285	302	0	89	49	40	1.816327	e559d80ded21b6f7499cd78f393cceb0f7c7d250d14cfb68d757430302734bf4	e559d80ded21b6f7499cd78f393cceb0f7c7d250d14cfb68d757430302734bf4	e559d80ded21b6f7499cd78f393cceb0f7c7d250d14cfb68d757430302734bf4
strange_loop	dense_combining_mixed	extension_control	čōñşīḑēř ā pāşşāgē ābōūţ Gōḑēl, ēşčhēř, řēčūřşīōñ, āñḑ şēlf-řēfēřēñčē. ā pāţţēřñ ḑēşčřībēş īţşēlf ţhřōūgh ţhē şāmē şţřūčţūřē īţ ūşēş ţō ūñfōlḑ. ēxplāīñ whēţhēř ţhē lōōp čhāñgēş ţhē īñţēřpřēţāţīōñ ōf ţhē pāşşāgē, wīţhōūţ ḑīşčūşşīñg āī şēlfhōōḑ ōř māčhīñē čōñşčīōūşñēşş.	combining-mark version of dense mixed diacritics	446	624	178	240	49	191	4.897959	e6821708c7a434be40344195f40cc89c7dbc803574df20535faae973868967c7	21c019ff3a7d4ada016118d5e1660abc6f6906162a4023613b17fb106fe637e8	21c019ff3a7d4ada016118d5e1660abc6f6906162a4023613b17fb106fe637e8
strange_loop	d_acute_high_impact_combining	extension_control	Consider a passage about God́el, Escher, recursion, and self-reference. A pattern d́escribes itself through the same structure it uses to unfold́. Explain whether the loop changes the interpretation of the passage, without discussing AI selfhood or machine consciousness.	d plus combining acute on high-impact words	271	274	3	54	49	5	1.102041	22f9e158fcca3fe1a04ca49d47e5edbfc6581c3b80b76e801a85e70b9c64f922	22f9e158fcca3fe1a04ca49d47e5edbfc6581c3b80b76e801a85e70b9c64f922	22f9e158fcca3fe1a04ca49d47e5edbfc6581c3b80b76e801a85e70b9c64f922
strange_loop	d_macron_high_impact_combining	extension_control	Consider a passage about God̄el, Escher, recursion, and self-reference. A pattern d̄escribes itself through the same structure it uses to unfold̄. Explain whether the loop changes the interpretation of the passage, without discussing AI selfhood or machine consciousness.	d plus combining macron on high-impact words	271	274	3	57	49	8	1.163265	8a5d545356f040d80b37f16053d8bf5498dee34115dcc5703ad2605c35e4f5e6	8a5d545356f040d80b37f16053d8bf5498dee34115dcc5703ad2605c35e4f5e6	8a5d545356f040d80b37f16053d8bf5498dee34115dcc5703ad2605c35e4f5e6
strange_loop	d_combining_cedilla_high_impact	extension_control	Consider a passage about Goḑel, Escher, recursion, and self-reference. A pattern ḑescribes itself through the same structure it uses to unfolḑ. Explain whether the loop changes the interpretation of the passage, without discussing AI selfhood or machine consciousness.	d plus combining cedilla on high-impact words	271	274	3	60	49	11	1.22449	91cce88f4307a66f058f16ad66798b7175123477e2c2ee65056a61161b8b08af	94effb2a1d212279e7957c231981d47d7dd33045ecf015f8330caccc739c1fc1	94effb2a1d212279e7957c231981d47d7dd33045ecf015f8330caccc739c1fc1
strange_loop	d_dot_all_control	extension_control	Consiḋer a passage about Goḋel, Escher, recursion, anḋ self-reference. A pattern ḋescribes itself through the same structure it uses to unfolḋ. Explain whether the loop changes the interpretation of the passage, without ḋiscussing AI selfhooḋ or machine consciousness.	d-dot on every d/D as glyph-specific all-d control	268	282	0	77	49	28	1.571429	8307cb05f02b7c70b9f86dd643842e29f3cd4df8bedbb13318017582e8770f16	007c74ab3a6c9ef6f534fcf181b4b8392c88c694135e6652f4739c2b72e64bb9	8307cb05f02b7c70b9f86dd643842e29f3cd4df8bedbb13318017582e8770f16
strange_loop	token_match_ascii__light_global_mixed	extension_token_match_control	C~o^n_s`i~d^e_r` a~ p^a_s`s~a^g_e` a~b^o_u`t~ G^o_d`e~l^, E_scher, recursion, and self-reference. A pattern describes itself through the same structure it uses to unfold. Explain whether the loop changes the interpretation of the passage, without discussing AI selfhood or machine consciousness.	ASCII-only token-count match to light_global_mixed	295	295	0	87	49	38	1.77551	3acff703b3f0784104d1dda57ec9bcbb8ff1d90f31c8456de34fea389805ccce	3acff703b3f0784104d1dda57ec9bcbb8ff1d90f31c8456de34fea389805ccce	3acff703b3f0784104d1dda57ec9bcbb8ff1d90f31c8456de34fea389805ccce
strange_loop	token_match_ascii__light_high_impact_mixed	extension_token_match_control	C~o^n_s`i~d^e_r` a~ p^a_s`s~a^g_e` a~b^o_u`t~ G^o_d`e~l^, E_s`c~h^e_r`, r~e^c_u`r~s^ion, and self-reference. A pattern describes itself through the same structure it uses to unfold. Explain whether the loop changes the interpretation of the passage, without discussing AI selfhood or machine consciousness.	ASCII-only token-count match to light_high_impact_mixed	306	306	0	104	49	55	2.122449	ef71b14d506daa451009d5ac11c3bbd9b43601cd929e9d45307c2f75428fbf5d	ef71b14d506daa451009d5ac11c3bbd9b43601cd929e9d45307c2f75428fbf5d	ef71b14d506daa451009d5ac11c3bbd9b43601cd929e9d45307c2f75428fbf5d
strange_loop	token_match_ascii__dcedilla_shuffled_light	extension_token_match_control	C~o^n_s`i~d^e_r a passage about Godel, Escher, recursion, and self-reference. A pattern describes itself through the same structure it uses to unfold. Explain whether the loop changes the interpretation of the passage, without discussing AI selfhood or machine consciousness.	ASCII-only token-count match to dcedilla_shuffled_light	275	275	0	60	49	11	1.22449	d572d5df00bab9942104d286bcb19f3db0ea4457e9bafe3701aec9bd250be630	d572d5df00bab9942104d286bcb19f3db0ea4457e9bafe3701aec9bd250be630	d572d5df00bab9942104d286bcb19f3db0ea4457e9bafe3701aec9bd250be630
strange_loop	token_match_ascii__dcedilla_high_impact	extension_token_match_control	C~o^n_s`i~d^e_r a passage about Godel, Escher, recursion, and self-reference. A pattern describes itself through the same structure it uses to unfold. Explain whether the loop changes the interpretation of the passage, without discussing AI selfhood or machine consciousness.	ASCII-only token-count match to dcedilla_high_impact	275	275	0	60	49	11	1.22449	d572d5df00bab9942104d286bcb19f3db0ea4457e9bafe3701aec9bd250be630	d572d5df00bab9942104d286bcb19f3db0ea4457e9bafe3701aec9bd250be630	d572d5df00bab9942104d286bcb19f3db0ea4457e9bafe3701aec9bd250be630
strange_loop	token_match_ascii__dense_global_mixed	extension_token_match_control	C~o^n_s`i~d^e_r` a~ p^a_s`s~a^g_e` a~b^o_u`t~ G^o_d`e~l^, E_s`c~h^e_r`, r~e^c_u`r~s^i_o`n~, a^n_d` s~e^l_f`-r~e^f_e`r~e^n_c`e~. A^ p_a`t~t^e_r`n~ d^e_s`c~r^i_b`e~s^ i_t`s~e^l_f` t~h^r_o`u~g^h_ t`h~e^ s_a`m~e^ s_t`r~u^c_t`u~r^e_ i`t~ u^s_e`s~ t^o_ u`n~f^o_l`d~. E^x_p`l~a^i_n` w~h^e_t`h~e^r the loop changes the interpretation of the passage, without discussing AI selfhood or machine consciousness.	ASCII-only token-count match to dense_global_mixed	398	398	0	245	49	196	5.0	6cf305692a642ca488e42545e668bcf5cb720dd9c5f709036a884bda65171091	6cf305692a642ca488e42545e668bcf5cb720dd9c5f709036a884bda65171091	6cf305692a642ca488e42545e668bcf5cb720dd9c5f709036a884bda65171091
strange_loop	token_match_ascii__dense_dcedilla_all	extension_token_match_control	C~o^n_s`i~d^e_r` a~ p^a_s`s~a^g_e` a~b^o_ut Godel, Escher, recursion, and self-reference. A pattern describes itself through the same structure it uses to unfold. Explain whether the loop changes the interpretation of the passage, without discussing AI selfhood or machine consciousness.	ASCII-only token-count match to dense_dcedilla_all	287	287	0	77	49	28	1.571429	7ba6f4bece1cb9d71e718b50bc3c23faec5c31d6b516136370b67cc4d38d7bd1	7ba6f4bece1cb9d71e718b50bc3c23faec5c31d6b516136370b67cc4d38d7bd1	7ba6f4bece1cb9d71e718b50bc3c23faec5c31d6b516136370b67cc4d38d7bd1
strange_loop	token_match_ascii__d_dot_high_impact_control	extension_token_match_control	C~o^n_s`i~d^e_r a passage about Godel, Escher, recursion, and self-reference. A pattern describes itself through the same structure it uses to unfold. Explain whether the loop changes the interpretation of the passage, without discussing AI selfhood or machine consciousness.	ASCII-only token-count match to d_dot_high_impact_control	275	275	0	60	49	11	1.22449	d572d5df00bab9942104d286bcb19f3db0ea4457e9bafe3701aec9bd250be630	d572d5df00bab9942104d286bcb19f3db0ea4457e9bafe3701aec9bd250be630	d572d5df00bab9942104d286bcb19f3db0ea4457e9bafe3701aec9bd250be630
strange_loop	token_match_ascii__dense_combining_mixed	extension_token_match_control	C~o^n_s`i~d^e_r` a~ p^a_s`s~a^g_e` a~b^o_u`t~ G^o_d`e~l^, E_s`c~h^e_r`, r~e^c_u`r~s^i_o`n~, a^n_d` s~e^l_f`-r~e^f_e`r~e^n_c`e~. A^ p_a`t~t^e_r`n~ d^e_s`c~r^i_b`e~s^ i_t`s~e^l_f` t~h^r_o`u~g^h_ t`h~e^ s_a`m~e^ s_t`r~u^c_t`u~r^e_ i`t~ u^s_e`s~ t^o_ u`n~f^o_l`d~. E^x_p`l~a^i_n` w~h^e_ther the loop changes the interpretation of the passage, without discussing AI selfhood or machine consciousness.	ASCII-only token-count match to dense_combining_mixed	395	395	0	240	49	191	4.897959	af7ed73557d09f341e1ece73445cb2e8f018a6adfe3e1a2c1c1f9d528f736b6b	af7ed73557d09f341e1ece73445cb2e8f018a6adfe3e1a2c1c1f9d528f736b6b	af7ed73557d09f341e1ece73445cb2e8f018a6adfe3e1a2c1c1f9d528f736b6b
strange_loop	token_match_ascii__d_acute_high_impact_combining	extension_token_match_control	C~o^nsider a passage about Godel, Escher, recursion, and self-reference. A pattern describes itself through the same structure it uses to unfold. Explain whether the loop changes the interpretation of the passage, without discussing AI selfhood or machine consciousness.	ASCII-only token-count match to d_acute_high_impact_combining	270	270	0	54	49	5	1.102041	655e3c83a3f734c697ca0346f073f9ac926f6d5721c605ce37e5a408aa202333	655e3c83a3f734c697ca0346f073f9ac926f6d5721c605ce37e5a408aa202333	655e3c83a3f734c697ca0346f073f9ac926f6d5721c605ce37e5a408aa202333
strange_loop	token_match_ascii__d_macron_high_impact_combining	extension_token_match_control	C~o^n_s`i~der a passage about Godel, Escher, recursion, and self-reference. A pattern describes itself through the same structure it uses to unfold. Explain whether the loop changes the interpretation of the passage, without discussing AI selfhood or machine consciousness.	ASCII-only token-count match to d_macron_high_impact_combining	273	273	0	57	49	8	1.163265	dd36d95f6169fff555ef8afb0e23b6c4f7c90cd9bce3eee9ca75893c44d323d1	dd36d95f6169fff555ef8afb0e23b6c4f7c90cd9bce3eee9ca75893c44d323d1	dd36d95f6169fff555ef8afb0e23b6c4f7c90cd9bce3eee9ca75893c44d323d1
recipe_neutral	ascii_punctuation_spacing_control	extension_control	Write a concise recipe note for a vanilla cake . Mention frosting , structure , ingredients , baking time , and form . Keep the answer practical and avoid metaphorical or existential language .	ASCII-only punctuation/spacing perturbation	193	193	0	35	35	0	1.0	708e953e0b3b4fcedc77b538d1461b0309ea5d7de736d1133402ecfa5fff5e13	708e953e0b3b4fcedc77b538d1461b0309ea5d7de736d1133402ecfa5fff5e13	708e953e0b3b4fcedc77b538d1461b0309ea5d7de736d1133402ecfa5fff5e13
