condition_family	branch_label	layer	feature_id	position_count_present	mean_activation_when_present	max_activation	best_rank	positions_present
ascii_control	prefix_checking	25	9497	1	0.15744361281394958	0.15744361281394958	49	generated_token_11
ascii_control	prefix_checking	25	11362	1	0.12857088446617126	0.12857088446617126	49	generated_token_1
ascii_control	prefix_checking	25	12927	1	0.1621447503566742	0.1621447503566742	49	generated_token_10
ascii_control	prefix_checking	25	14175	1	0.14185890555381775	0.14185890555381775	49	generated_token_96
ascii_control	prefix_checking	25	18515	1	0.14849796891212463	0.14849796891212463	49	generated_token_12
ascii_control	prefix_checking	25	20629	1	0.13665542006492615	0.13665542006492615	49	generated_token_19
ascii_control	prefix_checking	25	23683	1	0.18340319395065308	0.18340319395065308	49	generated_token_15
ascii_control	prefix_checking	25	23770	1	0.2105514109134674	0.2105514109134674	49	generated_token_16
ascii_control	prefix_checking	25	26485	1	0.18187901377677917	0.18187901377677917	49	final_prompt_token
ascii_control	prefix_checking	25	26896	1	0.17095127701759338	0.17095127701759338	49	generated_token_6
ascii_control	prefix_checking	25	28292	1	0.20740874111652374	0.20740874111652374	49	generated_token_17
ascii_control	prefix_checking	25	29969	1	0.13548319041728973	0.13548319041728973	49	generated_token_4
ascii_control	prefix_checking	25	1811	1	0.13726261258125305	0.13726261258125305	50	generated_token_18
ascii_control	prefix_checking	25	2344	1	0.16121208667755127	0.16121208667755127	50	generated_token_10
ascii_control	prefix_checking	25	5506	1	0.15290692448616028	0.15290692448616028	50	generated_token_20
ascii_control	prefix_checking	25	7226	1	0.1556224226951599	0.1556224226951599	50	generated_token_14
ascii_control	prefix_checking	25	10022	1	0.13532646000385284	0.13532646000385284	50	generated_token_19
ascii_control	prefix_checking	25	10463	1	0.14093931019306183	0.14093931019306183	50	generated_token_96
ascii_control	prefix_checking	25	13922	1	0.2580450475215912	0.2580450475215912	50	generated_token_7
ascii_control	prefix_checking	25	15574	1	0.1607481837272644	0.1607481837272644	50	generated_token_3
ascii_control	prefix_checking	25	20953	1	0.15967805683612823	0.15967805683612823	50	generated_token_32
ascii_control	prefix_checking	25	21420	1	0.1554516851902008	0.1554516851902008	50	generated_token_64
ascii_control	prefix_checking	25	23040	1	0.15558399260044098	0.15558399260044098	50	generated_token_11
ascii_control	prefix_checking	25	29491	1	0.14192800223827362	0.14192800223827362	50	generated_token_9
ascii_control	prefix_checking	26	2938	22	0.9583709998564287	2.3353846073150635	1	final_prompt_token,generated_token_1,generated_token_10,generated_token_11,generated_token_12,generated_token_13,generated_token_15,generated_token_16,generated_token_17,generated_token_18,generated_token_19,generated_token_2,generated_token_20,generated_token_3,generated_token_32,generated_token_4,generated_token_5,generated_token_6,generated_token_64,generated_token_8,generated_token_9,generated_token_96
ascii_control	prefix_checking	26	30929	21	0.4411663640113104	0.663142204284668	1	final_prompt_token,generated_token_10,generated_token_11,generated_token_12,generated_token_13,generated_token_14,generated_token_15,generated_token_16,generated_token_17,generated_token_18,generated_token_19,generated_token_20,generated_token_3,generated_token_32,generated_token_4,generated_token_5,generated_token_6,generated_token_64,generated_token_7,generated_token_8,generated_token_96
ascii_control	prefix_checking	26	26684	18	0.3482901255289714	0.5610314011573792	2	final_prompt_token,generated_token_1,generated_token_10,generated_token_12,generated_token_13,generated_token_15,generated_token_16,generated_token_17,generated_token_18,generated_token_19,generated_token_2,generated_token_20,generated_token_3,generated_token_5,generated_token_6,generated_token_7,generated_token_8,generated_token_9
ascii_control	prefix_checking	26	704	18	0.23364915119277108	0.32992124557495117	8	final_prompt_token,generated_token_1,generated_token_10,generated_token_12,generated_token_13,generated_token_14,generated_token_15,generated_token_16,generated_token_18,generated_token_2,generated_token_20,generated_token_3,generated_token_32,generated_token_5,generated_token_6,generated_token_64,generated_token_9,generated_token_96
ascii_control	prefix_checking	26	478	14	0.269102366907256	0.3912716209888458	6	final_prompt_token,generated_token_1,generated_token_10,generated_token_11,generated_token_12,generated_token_14,generated_token_18,generated_token_19,generated_token_2,generated_token_3,generated_token_4,generated_token_5,generated_token_8,generated_token_9
ascii_control	prefix_checking	26	10709	13	0.2682496653153346	0.4114838242530823	5	final_prompt_token,generated_token_10,generated_token_13,generated_token_14,generated_token_15,generated_token_2,generated_token_3,generated_token_32,generated_token_5,generated_token_6,generated_token_7,generated_token_9,generated_token_96
ascii_control	prefix_checking	26	16793	13	0.25799821890317476	0.33274850249290466	10	final_prompt_token,generated_token_1,generated_token_11,generated_token_13,generated_token_15,generated_token_16,generated_token_17,generated_token_18,generated_token_19,generated_token_3,generated_token_7,generated_token_8,generated_token_9
ascii_control	prefix_checking	26	21706	13	0.2293495788024022	0.3575674891471863	12	final_prompt_token,generated_token_1,generated_token_11,generated_token_17,generated_token_18,generated_token_19,generated_token_2,generated_token_3,generated_token_32,generated_token_7,generated_token_8,generated_token_9,generated_token_96
ascii_control	prefix_checking	26	8891	12	0.2565129225452741	0.40964826941490173	7	final_prompt_token,generated_token_1,generated_token_10,generated_token_11,generated_token_18,generated_token_19,generated_token_2,generated_token_4,generated_token_5,generated_token_64,generated_token_8,generated_token_9
ascii_control	prefix_checking	26	17692	10	0.32120632082223893	0.48459893465042114	4	generated_token_12,generated_token_13,generated_token_15,generated_token_17,generated_token_18,generated_token_3,generated_token_4,generated_token_5,generated_token_6,generated_token_8
ascii_control	prefix_checking	26	24339	10	0.23519498705863953	0.37762925028800964	9	final_prompt_token,generated_token_1,generated_token_11,generated_token_14,generated_token_18,generated_token_2,generated_token_3,generated_token_4,generated_token_5,generated_token_8
ascii_control	prefix_checking	26	11249	9	0.7142926272418764	1.4036436080932617	2	final_prompt_token,generated_token_1,generated_token_18,generated_token_19,generated_token_2,generated_token_4,generated_token_64,generated_token_8,generated_token_9
ascii_control	prefix_checking	26	17308	8	0.3384271375834942	0.39974701404571533	4	generated_token_10,generated_token_11,generated_token_12,generated_token_2,generated_token_20,generated_token_3,generated_token_32,generated_token_4
ascii_control	prefix_checking	26	23349	8	0.24225786328315735	0.3375810980796814	13	generated_token_12,generated_token_13,generated_token_15,generated_token_16,generated_token_17,generated_token_32,generated_token_5,generated_token_6
ascii_control	prefix_checking	26	16439	8	0.2148904800415039	0.27374857664108276	16	generated_token_15,generated_token_16,generated_token_18,generated_token_19,generated_token_2,generated_token_20,generated_token_6,generated_token_8
ascii_control	prefix_checking	26	27281	8	0.2242275420576334	0.2798401117324829	23	final_prompt_token,generated_token_10,generated_token_16,generated_token_17,generated_token_19,generated_token_2,generated_token_8,generated_token_96
ascii_control	prefix_checking	26	18637	7	0.3311155693871634	0.4707643985748291	3	generated_token_12,generated_token_13,generated_token_15,generated_token_17,generated_token_5,generated_token_6,generated_token_7
ascii_control	prefix_checking	26	30947	7	0.26888192125729155	0.38238218426704407	8	final_prompt_token,generated_token_17,generated_token_18,generated_token_19,generated_token_4,generated_token_7,generated_token_8
ascii_control	prefix_checking	26	10866	7	0.2106271322284426	0.26414090394973755	12	generated_token_1,generated_token_19,generated_token_2,generated_token_64,generated_token_8,generated_token_9,generated_token_96
ascii_control	prefix_checking	26	4067	6	0.4451814244190852	0.6466253399848938	2	generated_token_15,generated_token_16,generated_token_17,generated_token_32,generated_token_6,generated_token_7
ascii_control	prefix_checking	26	2753	6	0.39435147245724994	0.75390625	3	final_prompt_token,generated_token_1,generated_token_19,generated_token_2,generated_token_4,generated_token_9
ascii_control	prefix_checking	26	25783	6	0.31247662752866745	0.498453825712204	4	generated_token_10,generated_token_11,generated_token_12,generated_token_13,generated_token_19,generated_token_20
ascii_control	prefix_checking	26	28713	6	0.3330177292227745	0.5099861025810242	5	generated_token_1,generated_token_18,generated_token_19,generated_token_64,generated_token_8,generated_token_9
ascii_control	prefix_checking	26	31206	6	0.30677587042252225	0.42699581384658813	7	generated_token_11,generated_token_12,generated_token_13,generated_token_4,generated_token_5,generated_token_6
ascii_control	prefix_checking	26	31073	6	0.2857615451018016	0.372994989156723	8	generated_token_11,generated_token_18,generated_token_19,generated_token_32,generated_token_7,generated_token_8
ascii_control	prefix_checking	26	10265	6	0.24627035359541574	0.28721436858177185	9	final_prompt_token,generated_token_1,generated_token_2,generated_token_3,generated_token_4,generated_token_8
ascii_control	prefix_checking	26	11147	6	0.2590532849232356	0.49566134810447693	9	generated_token_15,generated_token_32,generated_token_6,generated_token_7,generated_token_8,generated_token_96
ascii_control	prefix_checking	26	14271	6	0.2287684828042984	0.3037872016429901	9	generated_token_10,generated_token_11,generated_token_12,generated_token_2,generated_token_3,generated_token_4
ascii_control	prefix_checking	26	19681	6	0.30546686549981433	0.39775460958480835	10	generated_token_12,generated_token_13,generated_token_18,generated_token_3,generated_token_4,generated_token_5
ascii_control	prefix_checking	26	25927	6	0.2193642109632492	0.28502577543258667	11	generated_token_1,generated_token_10,generated_token_14,generated_token_18,generated_token_2,generated_token_20
ascii_control	prefix_checking	26	677	5	0.3483076632022858	0.5093933343887329	4	generated_token_15,generated_token_16,generated_token_32,generated_token_6,generated_token_7
ascii_control	prefix_checking	26	29466	5	0.2558710277080536	0.37942641973495483	4	generated_token_10,generated_token_20,generated_token_5,generated_token_6,generated_token_96
ascii_control	prefix_checking	26	19591	5	0.314262193441391	0.44883936643600464	5	generated_token_12,generated_token_13,generated_token_32,generated_token_4,generated_token_5
ascii_control	prefix_checking	26	5637	5	0.3201649248600006	0.3929194509983063	6	generated_token_12,generated_token_13,generated_token_17,generated_token_5,generated_token_6
ascii_control	prefix_checking	26	19142	5	0.3460583508014679	0.43288829922676086	6	generated_token_12,generated_token_13,generated_token_32,generated_token_5,generated_token_6
ascii_control	prefix_checking	26	30911	5	0.2367377370595932	0.34343236684799194	7	final_prompt_token,generated_token_10,generated_token_14,generated_token_2,generated_token_4
ascii_control	prefix_checking	26	4557	5	0.2164628326892853	0.38942891359329224	8	final_prompt_token,generated_token_1,generated_token_12,generated_token_2,generated_token_4
ascii_control	prefix_checking	26	1439	5	0.313075590133667	0.3952356278896332	10	generated_token_11,generated_token_12,generated_token_13,generated_token_4,generated_token_5
ascii_control	prefix_checking	26	23714	5	0.27799961566925047	0.4345497488975525	10	generated_token_11,generated_token_12,generated_token_15,generated_token_17,generated_token_18
ascii_control	prefix_checking	26	31846	5	0.29219425320625303	0.38720035552978516	11	generated_token_4,generated_token_5,generated_token_6,generated_token_7,generated_token_8
ascii_control	prefix_checking	26	5412	5	0.24917491674423217	0.33843153715133667	13	generated_token_12,generated_token_13,generated_token_32,generated_token_4,generated_token_5
ascii_control	prefix_checking	26	1386	5	0.2333735227584839	0.2937891483306885	14	generated_token_10,generated_token_18,generated_token_19,generated_token_8,generated_token_9
ascii_control	prefix_checking	26	13350	5	0.2052875429391861	0.25171732902526855	14	generated_token_14,generated_token_15,generated_token_20,generated_token_64,generated_token_96
ascii_control	prefix_checking	26	19711	5	0.2569530427455902	0.34074971079826355	15	generated_token_12,generated_token_13,generated_token_15,generated_token_17,generated_token_5
ascii_control	prefix_checking	26	5079	5	0.204559850692749	0.24826574325561523	18	final_prompt_token,generated_token_1,generated_token_2,generated_token_3,generated_token_4
ascii_control	prefix_checking	26	2943	5	0.22594767212867736	0.27383947372436523	19	generated_token_10,generated_token_14,generated_token_18,generated_token_5,generated_token_8
ascii_control	prefix_checking	26	9563	5	0.2379952549934387	0.26660382747650146	19	final_prompt_token,generated_token_17,generated_token_2,generated_token_3,generated_token_8
ascii_control	prefix_checking	26	16460	5	0.17849655747413634	0.19276542961597443	22	generated_token_1,generated_token_2,generated_token_3,generated_token_8,generated_token_9
ascii_control	prefix_checking	26	24395	5	0.2052141010761261	0.26751959323883057	24	generated_token_12,generated_token_15,generated_token_16,generated_token_17,generated_token_19
ascii_control	prefix_checking	26	8186	5	0.18653557300567628	0.21037229895591736	35	generated_token_16,generated_token_17,generated_token_18,generated_token_64,generated_token_8
ascii_control	prefix_checking	26	7953	4	0.4891621470451355	0.7580840587615967	2	generated_token_18,generated_token_19,generated_token_8,generated_token_9
ascii_control	prefix_checking	26	19668	4	0.38912536203861237	0.6310250163078308	2	generated_token_10,generated_token_14,generated_token_20,generated_token_96
ascii_control	prefix_checking	26	8481	4	0.536951906979084	0.7938402891159058	3	generated_token_11,generated_token_12,generated_token_3,generated_token_4
ascii_control	prefix_checking	26	31614	4	0.3590335361659527	0.4988017678260803	3	generated_token_10,generated_token_12,generated_token_2,generated_token_20
ascii_control	prefix_checking	26	10500	4	0.3951197862625122	0.7325974702835083	4	generated_token_1,generated_token_19,generated_token_2,generated_token_9
ascii_control	prefix_checking	26	15262	4	0.29776014387607574	0.4385347366333008	4	generated_token_12,generated_token_13,generated_token_32,generated_token_5
ascii_control	prefix_checking	26	15742	4	0.3305536285042763	0.3650248646736145	6	generated_token_10,generated_token_14,generated_token_20,generated_token_96
ascii_control	prefix_checking	26	26551	4	0.34002743661403656	0.41148829460144043	6	final_prompt_token,generated_token_1,generated_token_19,generated_token_9
ascii_control	prefix_checking	26	5645	4	0.23798605427145958	0.3012712597846985	9	generated_token_16,generated_token_18,generated_token_20,generated_token_64
ascii_control	prefix_checking	26	19323	4	0.24632856249809265	0.2906418740749359	9	generated_token_32,generated_token_5,generated_token_6,generated_token_7
ascii_control	prefix_checking	26	8659	4	0.24047672003507614	0.2779209315776825	10	generated_token_10,generated_token_2,generated_token_3,generated_token_5
ascii_control	prefix_checking	26	4197	4	0.25224462896585464	0.4010777175426483	11	generated_token_11,generated_token_12,generated_token_13,generated_token_5
ascii_control	prefix_checking	26	24712	4	0.22596987709403038	0.3427664041519165	11	generated_token_10,generated_token_11,generated_token_12,generated_token_13
ascii_control	prefix_checking	26	6797	4	0.24235758930444717	0.3534264862537384	12	generated_token_18,generated_token_19,generated_token_4,generated_token_8
ascii_control	prefix_checking	26	14432	4	0.29207153618335724	0.30318430066108704	12	generated_token_13,generated_token_32,generated_token_4,generated_token_5
ascii_control	prefix_checking	26	15456	4	0.2709682174026966	0.39519354701042175	12	generated_token_12,generated_token_13,generated_token_15,generated_token_17
ascii_control	prefix_checking	26	23215	4	0.21933060511946678	0.2652260959148407	12	final_prompt_token,generated_token_1,generated_token_2,generated_token_3
ascii_control	prefix_checking	26	30607	4	0.2683122865855694	0.31395840644836426	12	generated_token_10,generated_token_18,generated_token_20,generated_token_8
ascii_control	prefix_checking	26	22498	4	0.21162951737642288	0.2617010176181793	14	generated_token_11,generated_token_20,generated_token_3,generated_token_8
ascii_control	prefix_checking	26	2977	4	0.1987859345972538	0.22577740252017975	15	generated_token_1,generated_token_19,generated_token_6,generated_token_9
ascii_control	prefix_checking	26	10764	4	0.23724506795406342	0.3659414052963257	16	generated_token_12,generated_token_13,generated_token_4,generated_token_5
ascii_control	prefix_checking	26	21539	4	0.19593702629208565	0.21678507328033447	18	final_prompt_token,generated_token_1,generated_token_3,generated_token_6
ascii_control	prefix_checking	26	20330	4	0.2350887507200241	0.29302459955215454	19	generated_token_32,generated_token_4,generated_token_5,generated_token_6
ascii_control	prefix_checking	26	66	4	0.20671098679304123	0.27016088366508484	21	generated_token_10,generated_token_18,generated_token_64,generated_token_8
ascii_control	prefix_checking	26	19456	4	0.2276032567024231	0.2675929367542267	22	generated_token_15,generated_token_16,generated_token_17,generated_token_6
ascii_control	prefix_checking	26	2468	4	0.20942804589867592	0.2907153367996216	30	generated_token_11,generated_token_32,generated_token_6,generated_token_7
ascii_control	prefix_checking	26	29030	4	0.18765387311577797	0.203895702958107	31	generated_token_10,generated_token_14,generated_token_2,generated_token_3
ascii_control	prefix_checking	26	30548	4	0.22681870311498642	0.2602819502353668	31	final_prompt_token,generated_token_4,generated_token_5,generated_token_8
ascii_control	prefix_checking	26	11456	4	0.16946927085518837	0.18679964542388916	41	generated_token_12,generated_token_3,generated_token_4,generated_token_5
ascii_control	prefix_checking	26	3418	3	0.9016401569048563	1.176355004310608	1	generated_token_14,generated_token_32,generated_token_6
ascii_control	prefix_checking	26	7837	3	0.4869843125343323	0.8140274286270142	1	generated_token_15,generated_token_6,generated_token_7
ascii_control	prefix_checking	26	17986	3	0.9480103949705759	1.4617623090744019	1	generated_token_13,generated_token_5,generated_token_6
ascii_control	prefix_checking	26	18937	3	0.8187009890874227	1.1199358701705933	1	generated_token_18,generated_token_64,generated_token_8
ascii_control	prefix_checking	26	16583	3	0.7098973592122396	0.8993282318115234	2	generated_token_1,generated_token_19,generated_token_9
ascii_control	prefix_checking	26	19687	3	0.480746254324913	0.7470818161964417	2	generated_token_12,generated_token_4,generated_token_96
ascii_control	prefix_checking	26	22080	3	0.4416772723197937	0.6098440885543823	2	generated_token_18,generated_token_19,generated_token_8
ascii_control	prefix_checking	26	23027	3	0.8428326944510142	1.2097941637039185	2	generated_token_11,generated_token_3,generated_token_4
ascii_control	prefix_checking	26	17257	3	0.33222895860671997	0.3886191248893738	3	generated_token_10,generated_token_11,generated_token_20
ascii_control	prefix_checking	26	28193	3	0.4186140497525533	0.6415162086486816	3	generated_token_10,generated_token_2,generated_token_20
ascii_control	prefix_checking	26	2756	3	0.3090022603670756	0.3940175771713257	5	generated_token_10,generated_token_11,generated_token_20
ascii_control	prefix_checking	26	5577	3	0.34764129916826886	0.5382789969444275	5	generated_token_11,generated_token_12,generated_token_13
ascii_control	prefix_checking	26	19262	3	0.3207521339257558	0.36995622515678406	5	generated_token_1,generated_token_19,generated_token_9
ascii_control	prefix_checking	26	24589	3	0.2890828897555669	0.36785560846328735	5	generated_token_10,generated_token_14,generated_token_96
ascii_control	prefix_checking	26	4639	3	0.3591238508621852	0.4462054371833801	6	generated_token_11,generated_token_12,generated_token_13
ascii_control	prefix_checking	26	12184	3	0.3542024592558543	0.36085954308509827	6	generated_token_11,generated_token_12,generated_token_4
ascii_control	prefix_checking	26	14057	3	0.3098119298617045	0.40124115347862244	6	generated_token_1,generated_token_2,generated_token_4
ascii_control	prefix_checking	26	18403	3	0.20886272192001343	0.32713696360588074	8	generated_token_1,generated_token_2,generated_token_9
ascii_control	prefix_checking	26	1785	3	0.28580447534720105	0.44474396109580994	9	generated_token_16,generated_token_17,generated_token_18
ascii_control	prefix_checking	26	22449	3	0.235835591952006	0.30783265829086304	11	generated_token_10,generated_token_14,generated_token_2
ascii_control	prefix_checking	26	26334	3	0.250221312046051	0.3097190260887146	11	generated_token_10,generated_token_14,generated_token_96
ascii_control	prefix_checking	26	19914	3	0.22600276271502176	0.29125654697418213	12	final_prompt_token,generated_token_1,generated_token_2
ascii_control	prefix_checking	26	8873	3	0.21739177902539572	0.29784470796585083	13	generated_token_10,generated_token_14,generated_token_32
ascii_control	prefix_checking	26	17151	3	0.23836622635523477	0.2604237198829651	13	generated_token_10,generated_token_20,generated_token_64
ascii_control	prefix_checking	26	28183	3	0.28352869550387066	0.3864452838897705	13	generated_token_15,generated_token_17,generated_token_6
ascii_control	prefix_checking	26	14829	3	0.20219789942105612	0.26351600885391235	14	generated_token_18,generated_token_20,generated_token_8
ascii_control	prefix_checking	26	25284	3	0.21066311995188394	0.23735485970973969	14	generated_token_11,generated_token_18,generated_token_19
ascii_control	prefix_checking	26	32479	3	0.2414049506187439	0.24796348810195923	15	generated_token_11,generated_token_12,generated_token_20
ascii_control	prefix_checking	26	2320	3	0.214052086075147	0.2407315969467163	16	generated_token_11,generated_token_3,generated_token_6
ascii_control	prefix_checking	26	14727	3	0.23133349418640137	0.298830509185791	16	final_prompt_token,generated_token_18,generated_token_8
ascii_control	prefix_checking	26	17766	3	0.1976844072341919	0.2469630092382431	16	generated_token_18,generated_token_3,generated_token_32
ascii_control	prefix_checking	26	24628	3	0.21492990851402283	0.29563087224960327	16	generated_token_11,generated_token_12,generated_token_4
ascii_control	prefix_checking	26	19392	3	0.23184394339720407	0.2779814302921295	17	generated_token_2,generated_token_3,generated_token_5
ascii_control	prefix_checking	26	6593	3	0.21071259677410126	0.2315923422574997	20	final_prompt_token,generated_token_1,generated_token_9
ascii_control	prefix_checking	26	12608	3	0.23382969697316489	0.3024514317512512	20	generated_token_13,generated_token_32,generated_token_96
ascii_control	prefix_checking	26	1594	3	0.22108169396718344	0.2558628022670746	22	generated_token_18,generated_token_8,generated_token_9
ascii_control	prefix_checking	26	11546	3	0.27251091599464417	0.32357507944107056	22	generated_token_3,generated_token_5,generated_token_7
ascii_control	prefix_checking	26	23178	3	0.24045362571875253	0.2823540270328522	23	generated_token_12,generated_token_13,generated_token_32
ascii_control	prefix_checking	26	2228	3	0.21626781423886618	0.23362323641777039	24	generated_token_15,generated_token_16,generated_token_3
ascii_control	prefix_checking	26	7982	3	0.1846256305774053	0.20876511931419373	25	final_prompt_token,generated_token_2,generated_token_4
ascii_control	prefix_checking	26	2008	3	0.21755890051523843	0.2613644003868103	27	generated_token_15,generated_token_16,generated_token_17
ascii_control	prefix_checking	26	8915	3	0.17825076977411905	0.22468888759613037	27	generated_token_10,generated_token_2,generated_token_9
ascii_control	prefix_checking	26	10787	3	0.2099496324857076	0.22989195585250854	27	generated_token_12,generated_token_32,generated_token_5
ascii_control	prefix_checking	26	17053	3	0.18960799276828766	0.20825503766536713	29	generated_token_3,generated_token_32,generated_token_4
ascii_control	prefix_checking	26	9855	3	0.19822247823079428	0.2040552794933319	30	generated_token_10,generated_token_18,generated_token_8
ascii_control	prefix_checking	26	15349	3	0.16390332082907358	0.17872968316078186	31	generated_token_1,generated_token_2,generated_token_9
ascii_control	prefix_checking	26	26769	3	0.18362721304098764	0.24303194880485535	33	final_prompt_token,generated_token_19,generated_token_8
ascii_control	prefix_checking	26	21356	3	0.20436892906824747	0.24040502309799194	34	generated_token_11,generated_token_15,generated_token_17
ascii_control	prefix_checking	26	380	3	0.16433364152908325	0.1683882176876068	40	generated_token_14,generated_token_18,generated_token_20
ascii_control	prefix_checking	26	21042	2	0.7392730116844177	0.9281567335128784	1	generated_token_16,generated_token_17
ascii_control	prefix_checking	26	5990	2	0.6621362566947937	0.6637197732925415	2	generated_token_13,generated_token_5
ascii_control	prefix_checking	26	29872	2	0.5669541954994202	0.5777981877326965	2	generated_token_12,generated_token_4
ascii_control	prefix_checking	26	19905	2	0.3509834408760071	0.3853877782821655	4	generated_token_14,generated_token_96
ascii_control	prefix_checking	26	22915	2	0.36131326854228973	0.43866464495658875	4	generated_token_12,generated_token_4
ascii_control	prefix_checking	26	26598	2	0.6181464791297913	0.6207437515258789	4	generated_token_13,generated_token_5
ascii_control	prefix_checking	26	4483	2	0.23770315945148468	0.29299861192703247	5	generated_token_20,generated_token_96
ascii_control	prefix_checking	26	5014	2	0.3571956977248192	0.4879434108734131	5	generated_token_13,generated_token_5
ascii_control	prefix_checking	26	21803	2	0.45614850521087646	0.5663415789604187	5	generated_token_17,generated_token_7
ascii_control	prefix_checking	26	1154	2	0.268873892724514	0.34699463844299316	6	generated_token_10,generated_token_14
ascii_control	prefix_checking	26	2360	2	0.26089588552713394	0.3531339168548584	7	generated_token_10,generated_token_14
ascii_control	prefix_checking	26	2372	2	0.3786505460739136	0.48983871936798096	7	generated_token_16,generated_token_7
ascii_control	prefix_checking	26	2587	2	0.3021097183227539	0.38399791717529297	7	generated_token_15,generated_token_16
ascii_control	prefix_checking	26	10288	2	0.39440901577472687	0.4114631712436676	7	generated_token_4,generated_token_5
ascii_control	prefix_checking	26	26007	2	0.2652241140604019	0.33400338888168335	7	generated_token_20,generated_token_64
ascii_control	prefix_checking	26	271	2	0.2880994454026222	0.3338465094566345	9	generated_token_12,generated_token_15
ascii_control	prefix_checking	26	28495	2	0.2591794729232788	0.3279893696308136	9	generated_token_20,generated_token_64
ascii_control	prefix_checking	26	5972	2	0.2513730823993683	0.30362454056739807	10	generated_token_11,generated_token_3
ascii_control	prefix_checking	26	11883	2	0.35052575170993805	0.4467628002166748	10	generated_token_16,generated_token_17
ascii_control	prefix_checking	26	4468	2	0.21967558562755585	0.2680951952934265	11	generated_token_19,generated_token_9
ascii_control	prefix_checking	26	4533	2	0.3775976896286011	0.42940253019332886	11	generated_token_16,generated_token_17
ascii_control	prefix_checking	26	11977	2	0.33099251985549927	0.34601765871047974	11	final_prompt_token,generated_token_18
ascii_control	prefix_checking	26	12726	2	0.22370607405900955	0.2682051658630371	11	generated_token_10,generated_token_96
ascii_control	prefix_checking	26	17165	2	0.2781575322151184	0.3685832917690277	11	generated_token_11,generated_token_8
ascii_control	prefix_checking	26	24235	2	0.3229680731892586	0.46819669008255005	11	generated_token_6,generated_token_7
ascii_control	prefix_checking	26	21953	2	0.3064025342464447	0.30931586027145386	12	generated_token_15,generated_token_17
ascii_control	prefix_checking	26	2100	2	0.22352968901395798	0.22528043389320374	13	generated_token_1,generated_token_9
ascii_control	prefix_checking	26	8353	2	0.21101398766040802	0.26304513216018677	13	generated_token_11,generated_token_18
ascii_control	prefix_checking	26	12407	2	0.25026822835206985	0.30708807706832886	14	generated_token_18,generated_token_8
ascii_control	prefix_checking	26	12697	2	0.20731811970472336	0.24540717899799347	14	generated_token_14,generated_token_96
ascii_control	prefix_checking	26	19837	2	0.21004758775234222	0.2647855281829834	14	generated_token_18,generated_token_32
ascii_control	prefix_checking	26	22815	2	0.24612390995025635	0.279886394739151	14	generated_token_15,generated_token_6
ascii_control	prefix_checking	26	22922	2	0.23756703734397888	0.28579145669937134	14	generated_token_15,generated_token_6
ascii_control	prefix_checking	26	14396	2	0.2708858549594879	0.37142544984817505	15	generated_token_6,generated_token_7
ascii_control	prefix_checking	26	27881	2	0.2281988263130188	0.24407833814620972	15	generated_token_14,generated_token_96
ascii_control	prefix_checking	26	2775	2	0.22998950630426407	0.24352967739105225	16	generated_token_13,generated_token_14
ascii_control	prefix_checking	26	13277	2	0.23237309604883194	0.24337251484394073	16	generated_token_19,generated_token_9
ascii_control	prefix_checking	26	24094	2	0.20422886312007904	0.24630025029182434	16	generated_token_19,generated_token_9
ascii_control	prefix_checking	26	1822	2	0.22282113879919052	0.24025635421276093	17	generated_token_1,generated_token_9
ascii_control	prefix_checking	26	22069	2	0.20815137028694153	0.22996972501277924	17	generated_token_14,generated_token_96
ascii_control	prefix_checking	26	4769	2	0.2966317981481552	0.30016976594924927	18	generated_token_16,generated_token_7
ascii_control	prefix_checking	26	31837	2	0.2530108094215393	0.3123416006565094	18	generated_token_12,generated_token_13
ascii_control	prefix_checking	26	1162	2	0.2697610408067703	0.312419593334198	19	generated_token_6,generated_token_7
ascii_control	prefix_checking	26	5556	2	0.19249308109283447	0.19680264592170715	19	generated_token_19,generated_token_9
ascii_control	prefix_checking	26	6021	2	0.22984569519758224	0.30418264865875244	19	final_prompt_token,generated_token_18
ascii_control	prefix_checking	26	8549	2	0.22457587718963623	0.22638988494873047	19	generated_token_10,generated_token_14
ascii_control	prefix_checking	26	10346	2	0.2720346599817276	0.2891804575920105	19	generated_token_16,generated_token_7
ascii_control	prefix_checking	26	14488	2	0.2841299772262573	0.3038756847381592	19	generated_token_17,generated_token_7
ascii_control	prefix_checking	26	17159	2	0.28008078783750534	0.3496720492839813	19	generated_token_13,generated_token_7
ascii_control	prefix_checking	26	17394	2	0.19741733372211456	0.23524418473243713	20	generated_token_19,generated_token_64
ascii_control	prefix_checking	26	20836	2	0.2498767003417015	0.2832831144332886	20	generated_token_11,generated_token_12
ascii_control	prefix_checking	26	25854	2	0.22643616050481796	0.23442184925079346	20	generated_token_32,generated_token_64
ascii_control	prefix_checking	26	11368	2	0.1898444965481758	0.21913430094718933	21	generated_token_20,generated_token_96
ascii_control	prefix_checking	26	26645	2	0.16376867145299911	0.17582358419895172	21	generated_token_19,generated_token_9
ascii_control	prefix_checking	26	29401	2	0.2714226767420769	0.334795743227005	21	generated_token_6,generated_token_7
ascii_control	prefix_checking	26	3416	2	0.22469905018806458	0.23169037699699402	22	generated_token_20,generated_token_64
ascii_control	prefix_checking	26	29605	2	0.19621233642101288	0.2306452840566635	22	generated_token_12,generated_token_32
