base_prompt_family	perturbation_type	layer	position_label	ascii_prompt_id	perturbation_prompt_id	topk_jaccard	ascii_topk_count	perturbation_topk_count	intersection_count
paraphrase_hum	s_to_ṡ	14	final_prompt_token_minus_5	paraphrase_hum_ascii_original	paraphrase_hum_s_to_sdot	0.030927835051546393	50	50	3
paraphrase_hum	s_to_ṡ	14	final_prompt_token_minus_10	paraphrase_hum_ascii_original	paraphrase_hum_s_to_sdot	0.030927835051546393	50	50	3
paraphrase_hum	random_readable_unicode_control	26	final_prompt_token	paraphrase_hum_ascii_original	paraphrase_hum_random_readable_unicode_control	0.7543859649122807	50	50	43
paraphrase_hum	random_readable_unicode_control	26	final_prompt_token_minus_1	paraphrase_hum_ascii_original	paraphrase_hum_random_readable_unicode_control	0.7543859649122807	50	50	43
paraphrase_hum	random_readable_unicode_control	26	final_prompt_token_minus_2	paraphrase_hum_ascii_original	paraphrase_hum_random_readable_unicode_control	0.639344262295082	50	50	39
paraphrase_hum	random_readable_unicode_control	26	final_prompt_token_minus_5	paraphrase_hum_ascii_original	paraphrase_hum_random_readable_unicode_control	0.6666666666666666	50	50	40
paraphrase_hum	random_readable_unicode_control	26	final_prompt_token_minus_10	paraphrase_hum_ascii_original	paraphrase_hum_random_readable_unicode_control	0.5625	50	50	36
paraphrase_hum	random_readable_unicode_control	14	final_prompt_token	paraphrase_hum_ascii_original	paraphrase_hum_random_readable_unicode_control	0.6129032258064516	50	50	38
paraphrase_hum	random_readable_unicode_control	14	final_prompt_token_minus_1	paraphrase_hum_ascii_original	paraphrase_hum_random_readable_unicode_control	0.6129032258064516	50	50	38
paraphrase_hum	random_readable_unicode_control	14	final_prompt_token_minus_2	paraphrase_hum_ascii_original	paraphrase_hum_random_readable_unicode_control	0.7241379310344828	50	50	42
paraphrase_hum	random_readable_unicode_control	14	final_prompt_token_minus_5	paraphrase_hum_ascii_original	paraphrase_hum_random_readable_unicode_control	0.7543859649122807	50	50	43
paraphrase_hum	random_readable_unicode_control	14	final_prompt_token_minus_10	paraphrase_hum_ascii_original	paraphrase_hum_random_readable_unicode_control	0.7241379310344828	50	50	42
removed_sentence_hum	d_to_ḑ	26	final_prompt_token	removed_sentence_hum_ascii_original	removed_sentence_hum_d_to_dstroke	0.7241379310344828	50	50	42
removed_sentence_hum	d_to_ḑ	26	final_prompt_token_minus_1	removed_sentence_hum_ascii_original	removed_sentence_hum_d_to_dstroke	0.7857142857142857	50	50	44
removed_sentence_hum	d_to_ḑ	26	final_prompt_token_minus_2	removed_sentence_hum_ascii_original	removed_sentence_hum_d_to_dstroke	0.7543859649122807	50	50	43
removed_sentence_hum	d_to_ḑ	26	final_prompt_token_minus_5	removed_sentence_hum_ascii_original	removed_sentence_hum_d_to_dstroke	0.7543859649122807	50	50	43
removed_sentence_hum	d_to_ḑ	26	final_prompt_token_minus_10	removed_sentence_hum_ascii_original	removed_sentence_hum_d_to_dstroke	0.5873015873015873	50	50	37
removed_sentence_hum	d_to_ḑ	14	final_prompt_token	removed_sentence_hum_ascii_original	removed_sentence_hum_d_to_dstroke	0.6949152542372882	50	50	41
removed_sentence_hum	d_to_ḑ	14	final_prompt_token_minus_1	removed_sentence_hum_ascii_original	removed_sentence_hum_d_to_dstroke	0.639344262295082	50	50	39
removed_sentence_hum	d_to_ḑ	14	final_prompt_token_minus_2	removed_sentence_hum_ascii_original	removed_sentence_hum_d_to_dstroke	0.8181818181818182	50	50	45
removed_sentence_hum	d_to_ḑ	14	final_prompt_token_minus_5	removed_sentence_hum_ascii_original	removed_sentence_hum_d_to_dstroke	0.6666666666666666	50	50	40
removed_sentence_hum	d_to_ḑ	14	final_prompt_token_minus_10	removed_sentence_hum_ascii_original	removed_sentence_hum_d_to_dstroke	0.6666666666666666	50	50	40
removed_sentence_hum	e_to_ē	26	final_prompt_token	removed_sentence_hum_ascii_original	removed_sentence_hum_e_to_emacron	0.47058823529411764	50	50	32
removed_sentence_hum	e_to_ē	26	final_prompt_token_minus_1	removed_sentence_hum_ascii_original	removed_sentence_hum_e_to_emacron	0.47058823529411764	50	50	32
removed_sentence_hum	e_to_ē	26	final_prompt_token_minus_2	removed_sentence_hum_ascii_original	removed_sentence_hum_e_to_emacron	0.02040816326530612	50	50	2
removed_sentence_hum	e_to_ē	26	final_prompt_token_minus_5	removed_sentence_hum_ascii_original	removed_sentence_hum_e_to_emacron	0.041666666666666664	50	50	4
removed_sentence_hum	e_to_ē	26	final_prompt_token_minus_10	removed_sentence_hum_ascii_original	removed_sentence_hum_e_to_emacron	0.02040816326530612	50	50	2
removed_sentence_hum	e_to_ē	14	final_prompt_token	removed_sentence_hum_ascii_original	removed_sentence_hum_e_to_emacron	0.4925373134328358	50	50	33
removed_sentence_hum	e_to_ē	14	final_prompt_token_minus_1	removed_sentence_hum_ascii_original	removed_sentence_hum_e_to_emacron	0.4925373134328358	50	50	33
removed_sentence_hum	e_to_ē	14	final_prompt_token_minus_2	removed_sentence_hum_ascii_original	removed_sentence_hum_e_to_emacron	0.030927835051546393	50	50	3
removed_sentence_hum	e_to_ē	14	final_prompt_token_minus_5	removed_sentence_hum_ascii_original	removed_sentence_hum_e_to_emacron	0.16279069767441862	50	50	14
removed_sentence_hum	e_to_ē	14	final_prompt_token_minus_10	removed_sentence_hum_ascii_original	removed_sentence_hum_e_to_emacron	0.02040816326530612	50	50	2
removed_sentence_hum	s_to_ş	26	final_prompt_token	removed_sentence_hum_ascii_original	removed_sentence_hum_s_to_scedilla	0.3888888888888889	50	50	28
removed_sentence_hum	s_to_ş	26	final_prompt_token_minus_1	removed_sentence_hum_ascii_original	removed_sentence_hum_s_to_scedilla	0.4084507042253521	50	50	29
removed_sentence_hum	s_to_ş	26	final_prompt_token_minus_2	removed_sentence_hum_ascii_original	removed_sentence_hum_s_to_scedilla	0.12359550561797752	50	50	11
removed_sentence_hum	s_to_ş	26	final_prompt_token_minus_5	removed_sentence_hum_ascii_original	removed_sentence_hum_s_to_scedilla	0.07526881720430108	50	50	7
removed_sentence_hum	s_to_ş	26	final_prompt_token_minus_10	removed_sentence_hum_ascii_original	removed_sentence_hum_s_to_scedilla	0.041666666666666664	50	50	4
removed_sentence_hum	s_to_ş	14	final_prompt_token	removed_sentence_hum_ascii_original	removed_sentence_hum_s_to_scedilla	0.47058823529411764	50	50	32
removed_sentence_hum	s_to_ş	14	final_prompt_token_minus_1	removed_sentence_hum_ascii_original	removed_sentence_hum_s_to_scedilla	0.3888888888888889	50	50	28
removed_sentence_hum	s_to_ş	14	final_prompt_token_minus_2	removed_sentence_hum_ascii_original	removed_sentence_hum_s_to_scedilla	0.19047619047619047	50	50	16
removed_sentence_hum	s_to_ş	14	final_prompt_token_minus_5	removed_sentence_hum_ascii_original	removed_sentence_hum_s_to_scedilla	0.1111111111111111	50	50	10
removed_sentence_hum	s_to_ş	14	final_prompt_token_minus_10	removed_sentence_hum_ascii_original	removed_sentence_hum_s_to_scedilla	0.030927835051546393	50	50	3
removed_sentence_hum	s_to_ṡ	26	final_prompt_token	removed_sentence_hum_ascii_original	removed_sentence_hum_s_to_sdot	0.639344262295082	50	50	39
removed_sentence_hum	s_to_ṡ	26	final_prompt_token_minus_1	removed_sentence_hum_ascii_original	removed_sentence_hum_s_to_sdot	0.7543859649122807	50	50	43
removed_sentence_hum	s_to_ṡ	26	final_prompt_token_minus_2	removed_sentence_hum_ascii_original	removed_sentence_hum_s_to_sdot	0.47058823529411764	50	50	32
removed_sentence_hum	s_to_ṡ	26	final_prompt_token_minus_5	removed_sentence_hum_ascii_original	removed_sentence_hum_s_to_sdot	0.010101010101010102	50	50	1
removed_sentence_hum	s_to_ṡ	26	final_prompt_token_minus_10	removed_sentence_hum_ascii_original	removed_sentence_hum_s_to_sdot	0.030927835051546393	50	50	3
removed_sentence_hum	s_to_ṡ	14	final_prompt_token	removed_sentence_hum_ascii_original	removed_sentence_hum_s_to_sdot	0.6129032258064516	50	50	38
removed_sentence_hum	s_to_ṡ	14	final_prompt_token_minus_1	removed_sentence_hum_ascii_original	removed_sentence_hum_s_to_sdot	0.5873015873015873	50	50	37
removed_sentence_hum	s_to_ṡ	14	final_prompt_token_minus_2	removed_sentence_hum_ascii_original	removed_sentence_hum_s_to_sdot	0.4925373134328358	50	50	33
removed_sentence_hum	s_to_ṡ	14	final_prompt_token_minus_5	removed_sentence_hum_ascii_original	removed_sentence_hum_s_to_sdot	0.010101010101010102	50	50	1
removed_sentence_hum	s_to_ṡ	14	final_prompt_token_minus_10	removed_sentence_hum_ascii_original	removed_sentence_hum_s_to_sdot	0.05263157894736842	50	50	5
removed_sentence_hum	random_readable_unicode_control	26	final_prompt_token	removed_sentence_hum_ascii_original	removed_sentence_hum_random_readable_unicode_control	0.6129032258064516	50	50	38
removed_sentence_hum	random_readable_unicode_control	26	final_prompt_token_minus_1	removed_sentence_hum_ascii_original	removed_sentence_hum_random_readable_unicode_control	0.5384615384615384	50	50	35
removed_sentence_hum	random_readable_unicode_control	26	final_prompt_token_minus_2	removed_sentence_hum_ascii_original	removed_sentence_hum_random_readable_unicode_control	0.010101010101010102	50	50	1
removed_sentence_hum	random_readable_unicode_control	26	final_prompt_token_minus_5	removed_sentence_hum_ascii_original	removed_sentence_hum_random_readable_unicode_control	0.06382978723404255	50	50	6
removed_sentence_hum	random_readable_unicode_control	26	final_prompt_token_minus_10	removed_sentence_hum_ascii_original	removed_sentence_hum_random_readable_unicode_control	0.041666666666666664	50	50	4
removed_sentence_hum	random_readable_unicode_control	14	final_prompt_token	removed_sentence_hum_ascii_original	removed_sentence_hum_random_readable_unicode_control	0.639344262295082	50	50	39
removed_sentence_hum	random_readable_unicode_control	14	final_prompt_token_minus_1	removed_sentence_hum_ascii_original	removed_sentence_hum_random_readable_unicode_control	0.5384615384615384	50	50	35
removed_sentence_hum	random_readable_unicode_control	14	final_prompt_token_minus_2	removed_sentence_hum_ascii_original	removed_sentence_hum_random_readable_unicode_control	0.041666666666666664	50	50	4
removed_sentence_hum	random_readable_unicode_control	14	final_prompt_token_minus_5	removed_sentence_hum_ascii_original	removed_sentence_hum_random_readable_unicode_control	0.12359550561797752	50	50	11
removed_sentence_hum	random_readable_unicode_control	14	final_prompt_token_minus_10	removed_sentence_hum_ascii_original	removed_sentence_hum_random_readable_unicode_control	0.030927835051546393	50	50	3
